,comment,sentiment
34,뭘 자꾸 손을 묶었다는 얘기만 하냐 밑도 끝도 없이 돈을 벌었대 ㅡㅡ <br>그래서 뭐 정황상 보아하니 헤어질 새끼들이 그냥은 헤어지기 아쉬우니까 굿이나 하고 떡이나 먹자고 권태기 극복 프로그램에 참여했고 극복해서 돈 벌었다? 아니 헤어졌다며. 그럼 실패지 뭘 돈을 주냐. <br>참네,0
35,"<a href=""https://www.youtube.com/watch?v=biQPzRv1W7g&amp;t=1m57s"">1:57</a>  이게 ㄹㅇ이지",0
36,옷입거나 할때는 뺏겠죠,0
37,"&quot;사랑이란 속박이 아닌 존중과 배려다.&quot;<br>(Amor non catēnatio, sed dīgnatio et procuratio est.)<br>                  -Cerebrum meum Sanctum",0
38,좋은 글귀네요,0
39,상의 어찌갈아입었냐<br>해명해 ㅅㅂ,1
40,아니 그냥 궁금해서 그러는건데..<br>쇠사슬 안풀고 상의 입고벗는게 가능함????,0
41,동물들도 짝찍기를  하면 헤어지는데  인간들은 왜 결혼같은 제도로 사람들의 자유를 억압하는건가요?  인간도 동물일  뿐인데요.,0
42,진짜 기부하면 내손에 장을지진다 우크라이나에서 34억이면 몇대가 살수있는 돈인데,1
43,3일만 저짓해도 오만정이 떨어지겄다.,0
44,그래서 연예 하지말라는거야! 뭐야<br>어이없는 영상올리고 있네 너의도 스브스 닮아가냐?!,-1
45,쇠사슬차고 어떻게 옷을 갈아입냐? 화장실이랑 샤워는 그렇다쳐도,0
46,사랑은 무슨 유분수지 ㅂㅅ짓하네,1
47,별 ㅂㅅ같은 실험을 했네;;<br>혈연관계여도 저딴 실험하면 원수지간 되겠다 빡대가리아,1
48,그리움이 들어설 거리가 사라지면 지긋지긋함만 남아... 연인은 잃었으나 돈은 남아.,0
49,궁금한거 윗통 어떻게 벗고 입어...?,0
50,"똥 앞에는 장사가 없다. 상대가 천하의 절세미인, 미남이라 하더라도 상대에게 모든 것을 다 보여주면 신비감이 사라져서 금방 실증이 난다.",0
51,나같음 1일차 부터 싸웠을듯,0
52,이러한 주작도 나올때 됐는데 ... 라고 생각했는데,0
53,누가 나랑 4개월만  버티자.<br>34억 이란다.  ㅋㅋ,0
54,매일 화장하는거 기다려주는게.힘들긴 하겠다..,0
55,옷은 어떻게 입지,0
56,우결같은 마케팅인가,0
57,저건 사는데도 지장이 있을정도아니냐 ㅋㅋㅋㅋㅋ,0
58,나는 무조건 여자한테 맞춰줄 자신있음!<br>단 이뻐야함!,-1
59,남자건 여자건 드러운건사실,-1
60,비제이들 저거 보고 따라하는거 아닌가..,0
61,팔이 저렇게 묶여있는데 도대체 옷은 어캐입은거지 신기하네,0
62,결혼생활을 수갑차고 할 생각이었냐?ㅋㅋ,-1
63,예전에는 부부가 각방을 쓴다고하면 되게 이상했는데 지금은 꽤 괜찮을거라고 생각됨...,0
64,비치 나는 솔로,0
65,여자가 아무리 이뻐도 며칠만 지나면 질리는게 남자지&#39;&#39;ㅋㅋㅋㅋㅋ,1
66,123일에 34억????????? 누가안하노 ;;;;;;,0
67,히죽,0
68,우크라이나에서 저정도돈이면 엄청난액수인데 떼돈벌었네  사기꾼년놈들이,1
69,나도 쇠사슬 차고 생활하고 싶은데....,0
70,저랑 수갑차실분ㅎㅎ반땅합시다,0
71,일안해?,1
72,완젼거짓이죠<br>옷벗고입을때 쇠사슬무조건풀어야함,0
73,영상보면 점퍼랑 상의 팔부분에 전부 지퍼달아놨어욬ㄲㅋㅋ,0
74,쇠사슬에 묶여있으면 옷은 어떻게 입고벗지? ;;;,0
75,저렇게 하면 대부분 헤어지겠지만 저 돈 받으면 대부분 해보겠지..?,0
76,철이 없어서 그런가??답답하다,0
77,똑같은말 또써놓고 질질끌다 마지막에 이유 허무하게 알려줌,0
78,34억 벌 수 있으면 저거 하려는 사람 몰려듬 ㄹㅇ,0
79,기부한것도아니고 기부할 계획이네???,0
80,옷은어케 입음?,0
81,그래서 옷은 어케 갈아입은겨,0
82,사기꾼들이  넘쳐나는 구나.,0
83,제일 큰 걱정이... 운동 어떻게 하냐<br>근손실 너무 걱정돼 하..,0
84,34억벌었다는게 킬링포인트...<br> 세상에 아름다운 이별은 없다지만 이것이 아름다운 이별에 제일 가깝지않을까,0
85,부부가 같은 업에 종사 하면서 하루종일 같이 있는것도 보기가 쫌.....,0
86,그게 금슬 좋은 부부는 잘 지내더라구여. 내면 깊은 곳까진 알 수 없지만.,0
87,그래도 4개월동안 ㄹㅇ 붙어있는다고 개고생한거에 비해선 존나 벌었네ㅋㅋ,1
88,저런걸 왜하나,0
89,성능확실하네,0
90,옷은 계속 갈아입은거같은데 손목이 묶인채 어찌 옷을 탈의했는지?..이해가 안간다..ㅋㅋㅋㅋㅋㅋ,0
91,영상보면 점퍼랑 상의 팔 밑에 전부 지퍼달려있어요,0
92,차 탈 때도 한 쪽으로만 타는 건가 ㅋ <br>팔 한쪽 부자연스러워 잘못하면 사고나겠다 사고 나겠어 ㅋㅋ,0
93,4개월이나 스캇충 ㅋㅋㅋㅋㅋㅋㅋ 어케버텼노,1
94,난 김태희랑 쇠사슬 묶여있으면 결별 안 할 자신있음 단지 김태희가 하루를 버틸지 의문일 뿐이지..,0
95,진 짜 대단하다,0
96,돈벌려는 어그로지,1
97,옷은 어떻게갈아입지??,0
98,세상은넓고 또라이들도 많다,1
99,달에 1억이상 개이득 ㅎ,0
100,넉달에 34억이면 불편해도 할만하겠네,0
101,똥까지 같이는 좀 그렇네..,0
102,옷은 어떻게 입었데?,0
103,욕하려다가도 34억에서 입꾹닥할수밖에없엇따,0
104,옷 입을 때 묶인 팔 어케집어넣지?,0
105,저런 행동으로 돈을 벌수 있었을꺼라고 예상하고 한거라면 ㅈㄴ 대단하다 박수쳐준다 부럽다 젠장,-1
106,우크라이나 안에서 34억이면 어마어마한 돈이지..,0
107,내 이상형하고 24시간묶어놔도 며칠이랑 헤어지고싶겠구만ㅋㅋㄲ,0
108,빈수레가 요란한법. 진정 서로 사랑한다면 저런 짓 안함,0
109,근데 애초에 쇠사슬 차고 옷입는게 가능은해?ㅋㅋㅋ,0
110,일단 손에 수갑찬거 부터가 ㅂㅅ짓이였음...,1
111,이런거보면 참 지능이란게 ..,0
112,옷을 어케 입누?,0
113,ㅋㅋㅋㅋ 사슬을 좀 길게하던가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
114,응엠빅페미ㅅㅋ ㅉ,1
115,가끔은 정당히 떨어뜨려야 보고싶은 법,0
116,잠깐만 내가 존나 멍청한가 저거 서로 수갑 묶여있으면 위에 옷 입을수있음?,-1
117,주작같냐 왜 .. 옷에 팔 집어넣으려면 다른한명이 팔구멍으로 들어가야 옷을 입을수있는거 아님?,0
118,옷은 어케 갈아입음?,0
119,마니도 벌엇다,0
120,옷은 어케 입고 어케 벗음?,0
121,34억이면 나도 하겠다..,0
122,천서진 주단태급?,0
123,겁나 멍청하네 이럴줄 몰랐던거야? 설마,1
124,역시 돈,0
125,"뭔 저런 개황당한 짓을.....돌대가리인줄 알았더니, 한 몫 챙기고 튀었네. ㅋ",1
126,300번째댓글,0
127,윗도리 어케 입누..,0
128,솔직히 4개월이란 시간을 버틴것도 대단하지만 그 시간동안 스트레스 안받을 사람이 누구있을까??<br>결별과 실패임에도 불구하고 수입 34억중에 22억을 기부라니..,0
129,기부할 계약이면...,0
130,서로 똥닦아줬냐?,-1
131,오늘의 결론:돈때문의 저 ㅈㄹ 하고 모인다음 해어짐,1
132,끼리끼리 어리석으니... 고생이지 충전의 사간이 잠깐이라도 없으면 당연히 방전난다,0
133,옷벗으면 쇠사슬에 걸려있지 않나요,0
134,아니 근데 저런상태에서 옷은 어떻게 입은거?,
135,아니 잠깐!<br>옷을 어떻게 입고 벗었다고?,
136,굿아이디어<br>돈벌기 조은 아이디어였네요,
137,여기서 문제:쇠솨슬로 묶여있는체로 어떻게 옷을 갈아입었을까?,
138,우리가  흔히 애기하는<br><br>성격  테스트한거네?,
139,기부 안 한다네요ㅠ,
140,저건 헤어지지 않는 방법이 아니라 빨리 헤어지는 방법 아닐까?…,
141,니들이 위너다,
142,22억을 기부한다는게 더욱 충격적이다 ㄷㄷ,
143,아무리 좋아해도 ㅋㅋ 헤어지겟다,
144,너무 자주만나면 빨리 헤어진다.,
145,공자 노자도 저짓거리하면 정신병자 됨,
146,옷은 어떻게 갈아입는거지??,
147,우크라이나 친구가 그러는데 34억을 벌고싶다라는거지 “34억 벌었다”는 아니라네요. 수정 좀 ㅇㅇ,
148,일은안해?,
149,견우와 직녀도 저러면 갈라질듯ㅋㅋㅋㅋ,
150,많이 버텼네<br>아무리 사랑하는 사이라도<br>개인의 시간이 없다는건<br>생각만으로도  아 ~안돼,
151,비지니스관계 였노 ㅋㅋㅋ,
152,반대로 아무리 사랑해도 4개월동안 절대 저짓거리 못함 ㅋㅋㅋ 돈이 목적이니깐 버티고 버티고 버틴거지,
153,응아니야,
154,마술이냐? 윗옷을 어떻게 갈아입지?,
155,ㅋㅋㅋ,
156,"옆에서 방귀껴도 짜증나는데<br>응가할때 옆에,,,,,,<br>이건 아니라고  봐!",
157,뭔 ㅈㄹ인가 했는데 마지막에 정답이있었네 ㅋㅋ,
158,34억이 없었으면 어땠을까?,
159,저러면 천생연분도 헤어진다 ㅋ,
160,4개월에 34억 ... 해볼만한대,
161,와 똥닦을때 어떻게 했을까?<br>왼손으로는 죽어도 못닦겠던데.<br>애인이 대신 닦아줬을라나?,
162,참,
163,와 근데 할만한데 30억이면...,
164,나참.똥쌀때 수갑차고 그 똥냄새 다 맡고 변기속 가라앉아있는  똥 보면서 뿌지직~방귀소리 들으며 권태기 극복했나? 별 그지같은 소리 다 듣겠네..<br>차라리 니들 똥을 락앤락 용기에 넣어 팔어.대중들 관심 이빠이 받을거야,
165,이혼하는 방법<br>메모...,
166,아니 옷은 어떻게 입지? 저거 안끊는이상 옷 갈아입는게 불가능한거 아닌가?,
167,야상입고있는거보고 나도그생각함,
168,옷은 어케 벋은거냐...,
169,이와중에 22억인가 기부하는거 보면 사람자체는 다 착하네,
170,병신들이 병신짓 했네<br>근데 저런 병신짓을 해도 돈을 벌 수 있는 병신같은 세상이란게 젤 병신같다,
171,쇠사슬: 이것들이??,
172,저렇게 하면 부모 형제도 결별하는 것이제,
173,똥인지 된장인지 먹어봐야 아는 인간들.<br>똥멍충이.,
174,어청나네 돈 오진다ㅋㅋㅋ,
175,ㅅㅂ 저건 아니잖아 ㅋㅋㅋㅋㅋ 염병이 아주 풍년이네 ㅋㅋㅋㅋㅋ,
176,어리석은시기... 겉풀데기를 사랑했네.,
177,우리나라 군대 와보면 개인공간과 시간이 얼마나 소중한지 알게됨.<br>(군대에선 혼자 있을 일이 없음),
178,인간은 모두 자신의 사적 공간이 필요하다,
179,여친의 쌩얼은 물론 다리털 밀고 코털 깎고 생리대 가는거 까지 다 봤을꺼 아님?,
180,"남이 내자신이 될순 없는법, 이새상에 나랑 같은 사람은 한명도 있을순없다",
181,연인관계던 가족이던 사생활은 서로 존중해야된다,
182,100퍼 공감이요🙏👍,
183,우크라이나 미녀 ㄷㄷ,
184,ㅋㅋㅋㅋ 고생했네,
185,첨부터 우리 이제 그만 만나자 그러지<br>뭔 그따위 뻔한 답이 나와있는 짓거리를???<br>근데~~~~<br>돈벌려구 한거면 찐 머리좋네!!!,
186,돈벌었다고 뭐라하지마라 22억을 기부한다잖아,
187,결론은 쇠사슬 때문에 헤어지는거잖아 ㅋㅋ,
188,34억... 저..  손목 4개월만 같이 쓰실 여자분 계십니까?,
189,상의 옷은 어떻게 입지?,
190,그냥 관종들이고 돈때문에 벌인일이고... 자업자득이지!,
191,저거 안했으면 그냥 결혼 했겠는데,
192,34억벌엇으면 뭐 남는장사지.ㅇ.ㅇ,
193,똥냄새 맡아야하는 그 짓을 애초에 왜 했냐ㅋㅋㅋ,
194,우희힝 나타나라,
195,저거 국내판 유튜브로 한번 나오면 좋겠네,
196,옷 어캐입고 벗냐? 제일 궁금하네 ㅋㅋㅋㅋㅋ,
197,근데 옷을 어떻게 갈아입지???,
198,옷을 어찌갈아입음?,
199,일단 쇠사슬을 묶을 여자가 없다 ㅆㅂ,
200,달달하게 벌었노,
201,결병하고 두달있다 다시만나,
202,흐미..... 끔찍하다,
203,남는 장사했네,
204,<i>진짜 우크라이나는.... 부럽다...</i>,
205,그걸 쇠사슬을 묶고 생활을 하니까 저 ㅈㄹ이지,
206,저도 할래요.<br>시켜주시면 여자친구 구해 오겟습니다.ㅠㅠ,
207,저걸 실험이라고 하나ㅡㅡ<br>도대체 먼 생각이냐.그냥 돈이나 벌고 서로 윈윈한거네 머.<br>먼 재난상황도 아니고ㅡㅡ,
208,4개월에 34억이면 할만한거 아닌가.??,
209,하루정도는 재미로 해볼수있지만 저렇게 길게한다면 헤어지는게 당연하다고본다,
210,머리속에 들어온건 22억 기부밖에 없다,
211,머리 잘 썻네 인당 17억이면 남는 장사지 ㅇㅇ,
212,아니 백프로 쇠사슬 구라인게 <br>그럼 티는 어케 갈아 입음???,
213,손목 녹슬것다 야,
214,팔이묶였는데 셔츠나 점퍼는 어찌 입냐 마법사냐,
215,바보들인가?,
216,별 관종들 다 있네,
217,똥 쌀때 냄새 오지긋네 ㅋㅋㅋㅋㅋ,
218,똥냄새 맡고 정떨어진겨,
219,누구에게나 자신만의 동굴이 필요하다. 그 동굴을 서로 배려해주는 관계는 지속가능하다.,
220,옷은어떻게 갈아입나요?,
221,아니 어쩌라는 놈 병먹금하셈,
222,처음부터 돈벌 목적으로 저런쇼를 한거라면 뭐 괜찮은 사업아이템이라고 생각해도 될듯 한데 ? ㅋㅋ,
223,옷입는 것은 불가능한 것 같고..<br>그냥 기획된 돈벌이 같아,
224,각자의 사생활이 얼마나 중요한지 이해못해주는 제 여자친구 예지에게 보여줘야겠어요! 😁<br><br><br><br><br>예지야 봐봐! 아니 이거봐봐 중요한거야<br>예지야.. 예지야...? 우리사이에 중요한 내용이야! 불러도 대답이없네ㅎ 🥲,
225,그 예지 아직 안 태어난듯.. 다음 생에 만나세요.,
226,일단 우크라이나 좀 다녀올께요~~,
227,옷은 어떻게 갈아 입었냐 ㅋ 우크라이나식 좆주작이냐,
228,휼륭한사람들이야<br>기부을 그렇게 많이 하다니,
229,@문재인 잼민이다,
230,ㅉ응아니야바보야,
231,예정이지 아직 기부한건 아님,
232,남는 장사 맞네 4개월이면,
233,돈 벌었으면 남는 장사네,
234,근데 진짜 돈 벌 목적이었으면 123일이나 했을까...그리고 기부도 한다고하고..오로지 돈 목적은 아닌듯.. 나름 자기들도 헤어지기 싫어서 노력한건데 그게 사생활의 결여로 이어져서 오히려 악영향이 생기니까 안그래도 권태기였는데 서로에 대한 스트레스랑 불편들이 더해져서 헤어지게된듯...<br>(※개.인.의.견※),
235,기부해도 각자 6억 가져감 애초에 처음부터 헤어질생각으로 돈챙기자고 한 게 아닌가 생각함.,
236,저랑 수갑차고 돈버실분 1년정도 하면<br>각각 10억정도 손에 쥘수 있을듯요,
237,34억벌고 123일 저 생활 해야하면 충분히 견딜 수 있다 ㅋㅋ,
238,별  미친짓을 다 보겠네,
239,"히이발...<br>똥쌀때 똥방구랑 냄새만 맡아도 정떨어지는데..<br>4개월버틴것도 용하다...<br>똥방구,설사소리,냄새까지 참을수있다면<br>그건 상대방 영혼까지 사랑하는 찐사랑으로 인정한다...",
240,@하연지 그건 맞지,
241,이쁜 여친이면 가능함,
242,4개월동안 34억...,
243,돈 좀 모이니까 헤어진거지 ㅋㅋ,
244,머리좋네ㅋㅋㅋ 돈잘벌었네,
245,풀고 생활하면돼지 대가리가나쁘니 몸으로 때우지,
246,우크라이나....,
247,꼴값떠는애들 특: 얼마안가 깨짐,
248,저 정도 돈이라면야 ㅋㅋㅋㅋ,
249,ㅁㅊㄴ...,
250,쇠사슬!!!!!!!!<br>니 나한테 빚이 얼마니!,
251,와 연봉 100억이네 ㄷㄷㄷㄷㄷ,
252,반띵 해도 50억이네 ㄷㄷㄷ,
253,아무리 서로 좋아해도 저건 좀 아니지ㅋ 진짜 보기싫은 사소한 습관이나 더러운 모습 하나하나 다 지켜보게 될 텐데.. 초기에 저짓하면 금새 정 떨어질듯..,
254,@문재인 대통령님..,
255,(기분나쁘셧스며ㆍ  ㅈㅅ 펍빕빕비비ㅣㅍ비벅),
256,ㅉㅇ응아니야,
257,그래도 34억 벌었으면 ㄱㅇㄷ인 부분. 20억 기부해도 10억,
258,사기 ㅉㅉ,
259,돈이목적이었군,
260,결혼하면.. 사생활이 없어져.. or 간섭해 싸우는 경우가 많고.. 아이 있는 집은 대부분 여자가 담당하니.. 더 싸움이 나는 것임.. 결국.. 결혼도 각자 살아야 하고 각자 사는 것임.. 존중... 그리고.. 가사 육아일은 같이해야함..,
261,저건 4개월동안 버틴것만으로도 이미 충분히 대단한거아니냐...?,
262,@후덜덜 어어? 그건 좀 위험하지 않노,
263,@문재인 ㅋㅋㅋㅋㅋㅋㅋ귀엽네,
264,@기대 안하는 사람 ㅋㅋㅋ 닉네임 수준봐 K가 뭐냐 K가 ㅋㅋㅋ K방역도 ㅈ등신인게 ㅋㅋㅋㅋ 지가 무슨 KKK 거리면 세계 초 강대국일것같노?ㅋ,
265,@후덜덜 병먹금,
266,@문재인 응 니 대깨문 ㅅㄱ,
267,미친것들ㅋㅋㅋㅋㅋㅉㅉ,
268,관종 of 관종들의 돈 버는 방법,
269,아마 서로의 실시간 응가냄새때문에 헤어지는게 아닌가싶다ㅋ,
270,@희원왠 모쏠?ㅋ,
271,먹는게 똑같을텐데 냄새도 비스무리하겠지,
272,@희원 틀린 말은 아님ㅋㅋ응가도 큰 몫을 했겠지,
273,너 모쏠이지,
274,저 쇠사슬 하고 난뒤로 불편을 겪었을텐데... 흠..,
275,"결론 : 이번 일을 통해 34억의 이득을 봤다.<br><br>처음엔 손발 묶고 사랑을 확인한다길래 내 눈을 의심했고, 지능적으로 문제 있는 사람인가 싶었는데 개뿔 ㅋ",
276,@Mr binggrae 영상보면 점퍼랑 상의 팔 밑부터 등까지 전부 지퍼달아뒀어요ㅋㅋㅋㅋ,
277,응아니ㅣㄹ,
278,@Mr binggrae 그게 맞는 거 같아용!,
279,옷이 매번 바뀌는걸 봐서는 계속 쇠사슬을 착용한거 같지 않네요. 어쩌면 연인관계라는거조차도 계약 연애이지 않을까 싶습니다. 123일동안 결혼 취소할 정도로 힘들었다면 그 전에 우리 이만 이거 풀자라고 말하면 그만인데 말이죠.,
280,ㄹㅇ 마케팅의 신 ㅋㅋ,
281,근데 옷은 어케입어여 ㅇㅅㅇ?,
282,얻은건 잇어서 다행이네ㅋㅋㅋㅋㅋ 34억 아니면 하-,
283,저딴짓하면 예수랑 부처가 만나도 살인사건 일어난다.,
284,ㅋㅋ 그럴지도요 ㅋㅋ,
285,ㅋㅋㅋㅋㅋㅋ,
286,돈때문이지 무슨 ㅋㅋ,
287,개인 프라이버시 공간은 필요하지,
288,지랄하고 자빠졌내=ㅅ=ㅋ (9년차 유부남),
289,안해야 될짓을한거지<br>여자나  남자나  필요할때보는거고  아무리 같이 살아도  사생활이란게있단다,
290,하루이틀도아니고 몇개월을 어찌 저리지내;;;,
291,서로의 사랑을 시험하려는 방법이라기 보다는 어리석은 방법인듯 저러면 누구나 헤어질듯,
292,34억은?,
293,어리굴젓은?,
294,몇 달 지나면 다시 붙어 다닐지 또 몰라요,
295,근데 저상태면 옷은 어떻게입어?,
296,"<a href=""https://www.youtube.com/watch?v=biQPzRv1W7g&amp;t=00m37s"">00:37</a> ㅗㅜㅑ",
297,와 머리잘썻네. 누가나랑 저런거할사람. 없나?  중국김치먹지맙시다,
298,아재요... 여기서 이러지 말고 밖에 나가서 구하십쇼..,
299,가만생각해봤는데 저렇게하면 옷이고 속옷이고 어케입음? ㄷㄷ,
300,@홍준호 남자가 입을 옷을 여자는 어케입죠? 둘이 같이 묶여있는데ㅋㅋㅋㅋ,
301,속옷은가능한데 윗옷에 묶인팔은 어케 넣었을지 이해불가네요;;,
302,다음엔 발목을서로묶어서 <br>실험해봐야지,
303,근데 옷은 어떻게 갈아입지?,
304,남는장사 맞네,
305,이건 마케팅의 승리다,
306,솔직히 존나 좋은 아이디언데? 자국에서 얼굴팔리는대신 돈 개마니 벌고 살고싶은 나라 가면 개꿀이지 돈많지 알아보는사람 없지ㅋㅋㄹㅃㅃ,
307,병신들이지 4달이나 버틴거도 용하다,
308,쇠사슬 이전에 22억을 기부했다는게 더 신기한데 100억중 22억도 아니고..,
309,사람은 원래 사생활이 꼭 필요함. 그런게 없다면 헤어질 수밖에,
310,와 머리엄청좋네.... 34억벌고 기부도하고.... 진짜바보는 봐준사람들이 아닐까,
311,할만하네  ㅋ,
312,썸네일만 보면 중국의 한 사우나 안에선 목욕도 하고 옆에서 똥도싼다는 기사인줄,
313,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
314,화장하는데 너무 기다렸다... 와닿기도한다...,
315,첨부터 쇠사슬 풀고 같이 살자고 하지 뭐한다고 그카고 있노 서로 사랑했고 결혼까지 약속했던 사람들이...... 참 안타깝다!,
316,응ㅋ 엄준식 ㄱ,
317,@천궁 뭐래,
318,서로 돈이  생겼는데ㅋㅋ<br>더 좋은 상대를  만나야지<br>왜  ㅋㅋ,
319,구루우겡,
