"3달된 사고를 지금 엠빅이 올린다?<br>이건 운전자가 언론 플레이 하려는거임.<br><a href=""https://youtu.be/MmOuXHT_Rpg"">https://youtu.be/MmOuXHT_Rpg</a><br>이거 사고 블랙박스 풀영상인데 들어가서 댓글보셈 운전자가 실수한거임<br>김여사가 중립놨다가 엑셀을 브레이크로 착각하고 엑셀밟고 D로 바꿔서 차가 달린거임 ㅋㅋ",0,회사도 중국으로 넘어가고 중국으로 공장 옮기더니 볼보도 저지랄이네.. 어휴..,1
안전한 차 맞냐?,0,급발진은...진짜...회사를먼저 털어야정상이지..ㅅㅂ 운전자 책임이라고 넘기는게 어딨누..,1
그래서 예능에서 볼보 광고가 안보였구나,0,지랄 현대에서 급발진 나오는거 기사화나되냐?? 볼보에서 한 대 나오니 인민재판하냐?? 현대 기아 쓰레기같은 것들,1
뉴스 똑띠 안씁니까 브레이크등 단한번도 안들어오는데 이것도 오작동입니까? 브레이크등이 캔통신도 아니고 스위치라 밟으면 들어오는게 정상인데 브레이크보조등 브레이크등 다 안들어오는게 말이됩니까 ㅡㅡ,0,급발진..어떨까 뭐든지 겪어보기전까지<br>쉽게말하면 안되는거같다.<br>여기서 다들 아지매요 ㅉㅉ<br>이러는 사람들 실제로 겪으면 어떤말할지 궁금하네<br><br>어떤댓글은 20~30대에선 급발진이 없다고하는데<br>그건 공론화가 안되서 모르는걸수도 있음.<br><br>진짜 정확한건 페달에도 블랙박스 달거나<br>페달밟을때 모니터에 나오게하거나<br>증거로 남길수있는 어떠한장치든 달아야<br>할것같음.개소리못하게<br><br>근데 사실 급발진 판단은 현 기술로도 <br>밝힐수있지만 제조사입장에서 안밝혀주니 씹....,1
2억 겨우?,0,와 근데 운전 ㅈㄴ 잘하네,1
키햐..급발진나면 고객탓 국내나 국외나 ㅋㅋ,0,김여사영상인가 급발진의 대부분은 거의 김여사던데,1
"전기차를 타면 <a href=""https://www.youtube.com/watch?v=tx4bZDM_mok&amp;t=2m26s"">2:26</a> 이렇게 될 수 있는거니까.. 어떻게탐...",0,운전자가 여자여 뭐 뻔한거 아니야?,1
근데 브레이크등 안들어온거같은데;;,0,김여사가 조작미수했네,1
저차가 파킹브레이크가 전자식인지 아날로근진 모르겠는데 아날로그는 d에놓고 파킹 브레이크 댕겨놓고 사이드 내리는 순간 확튀어나가면서 급발진하는 경우 있긴함,0,마지막광고넣는거 <br>ㄹㅇ 멕이는거네ㅋㅋㅋㅋㅋ<br>안전의대명사 ㅇㅈㄹㅋㅋㄱ,1
전자식의 큰문제점이지..,0,헐...ㅇㅇ:;;; <br>시바~ 보는 내가 겁난다.<br>근데 인터뷰랑 다르게 핸들은 움직이는데...뭐야~????<br>거기다 브레이크등은??????,1
ㅇㅋ 볼보안타는걸로,0,믿을수가있어야지 ㅋㅋㅋ 습관적으로 기어 변속하고 브레이크가아니라 엑셀밟고있었던거아닌가? ㅋㅋㅋ 출발할생각없고 전화통화중이엇다면 앉앗다고 기어변속이 자동으로되고 급발진했다라..그럼 운전자가 없는상태에서도 차가 지멋대로 기어변속되고 급발진하는 영상은 왜하나도없는거지..,1
브레이크등이 안들어오는데 ?아닌가?,0,안전은 개뿔~ 중국이 손댄이상 끝,1
덤프트럭타야됨 급발진없고 튼튼하고,0,아이고~현대 기아가 그러니깐 보란듯이 차주한테 떠넘기네..<br>나라꼬라지가 븅신같이 돌아가니 자국민도 똑같이 대우받는거야!!<br>이게 어딜봐서 운전자 잘못인거야..ㅋㅋ<br>미친...,1
안전우선인 볼보는 어떻게 처리할지,0,ㅋㅋㅋㅋㅋㅋ 2억배상은 뭐야 미친년,1
"공포의 19초, 영상은 4분 26초..",0,50대 여자 끄덕끄덕,1
중국 지리차가 대주주로 되더니 별일이 다 일어나는군,0,이제는 하다못해  운전자에게  떠넘기네..게세들..쓰레귀 갇은 게세들..,1
차 이상하면 바로 박아야함. 속도 붙으면 끝,0,볼보 쨍개차..천국으로가는 자율주행차 ㅋ,1
엄청나게 와 소름 무섭네요 ㅜㅜ,0,"왜 항상 급발진은 거의 고령자, 여성운전자일까...그게 너무 궁금하다.. 젊은 남성 운전자수가 훨씬 많을텐데..",1
저렇게 달릴때 사람 안친게 정말 다행이네요...,0,존나끄네 진짜로,1
와 다리떨려요 진짜 무서워 저런상황에서 어떻게해야하는지 감도 안잡힌다...,0,감질맛 나게 편집 그지같이 해 놨네,1
처음부터 끝까지 브레끼등 안들어옴....끝!!!,0,"대한민국 이 씨벌 정부야, 수십년째 국민들이 급발진 오작동에 죽어나가는데,  그저 권력 따먹기만 쳐 하고 있고, 국민을 위한 법을 좀 만들어라.",1
보는것만으로도 공포네요,0,뇌피셜오지고요 ㅋㅋㅋ,1
근디 CCTV상으로는 브레이크 밟힌 흔적이 안보이는걸로 보아서 급발진 인정받긴 힘들어보이네요,0,"볼보는 운전자 과실이라고 발뺌 쳐하는데,  한사람의 인생이 아작났고,  한가정이 파탄났는데,  ㅅㅂ 국가가 나서서 도와줘라. 징벌적 손해배상도 좀 만들고,",1
결코 자동이 좋은건 아니다 수동 장치는 좀 살려 놔라,0,신음소리 나만 꼴리노?,1
19초전ㄷㄷ,0,볼보의 대처가 개쓰레기스럽네 한사람이 불구가됐는데 무조건 책임회피,1
46초전ㄷㄷ,0,주정차를 저기다 왜하냐<br>대부분여자들 천천히 다녀야하는데서 폭주<br>고속도로에서 서행함,1
ㄷㄷ,0,김여사가 김여사한거 아닌가싶음,1
짱구 택시편에서 나오는 하늘로 날아서 낙하상 펼치고 떨어지는 거라도 좀 만들어줬으면... 반자율주행도 가능한데 그런기능하나쯤 넣어주세요.. 안전띠도 못한채로 핸들도 안먹고 얼마나 무서웠을까ㅜㅜ,0,진짜 존ㄴ나 무섭겟다;;,1
대한민국 법이 도대체 왜 있는거지 국민을 가장먼저 위해야하는거아닌가,0,편집 ㅈ같아서 못보겠네,1
아니믄 잔투기처럼 비상탈출 버튼 누르면 선루프 열리면서 운전석 시트랑 같이 하늘로 날려 보내는걸 달거나?,0,와......시속 120km    앞에 횡단 건너는 사람 없는게 다행...... 차도 이런데 고배기량 바이크가 급발진 되면 ㅅ ㅈ됄듯함.,1
볼보여서 살아있는것을 다행이라고해야하나...<br>와... 볼보 급발진.입증하기.어렵다는데.,0,급발진 특) 노인이나 여자 운전자가 80% 이상임,1
중국산 끝,0,별개로 아줌마 주차 잣같이 해놧네,1
우리 흉기를 보십시요 볼보양반 ㅋㅋ 우리는<br>이걸 우전미숙이라 결정합니다 허허허,0,근데 왜 급발진은 노인과 여성한테만 생길까?,1
트렁크 안에 낙하산 같은거 달면 안되나?<br>그 어느정도 속도에선 트렁크 열리고 펼쳐져서 감속 되게,0,급발진 나는 운전자들은 하나같이 나이 많고 하나같이 운전경력 많고 하나같이 여자냐... 이건 무슨 공식같아,1
볼보 좋네 볼보 사야징,0,뭐하려고 mbc에서 좆도 ㅂㅅ같은 근거 들먹이며 이거 공론화 시키고 선동하는지는 모르겠지만 이건 그냥 브레이크를 밟았는지 엑셀을 밟았는지만 보면됨,1
아자씨~저 영상 보면서 그렇게 밖에 말씀 못 하십니까? 아자씨~~~~~,0,진짜 한녀들 문제터지면 아악 아악 오또k 이지이라알 하는거 너무 꼴보기 싫다.,1
자율주행이  좋은것만은 아니야 내가제어하려 해도 안되잖아 앞으로는 이런 끔찍한 일들이  많을것이다,0,거지 같은 소리 하내 저구간에 100키로 말이된다고 생각 하냐 그것도 여자가 <br>보상하고 사과 해라 질알같은 소리 하지말고,1
행동요령<br>1. 시동을 끄지말기(핸들 잠길 위험)<br>2. 풋브레이크를 꾹 밟기(나눠 밟기 금지)<br>3. 기어를 중립으로 바꾼다.(또는 엔진브레이크 이용)<br>4. 속도가 줄어들면 사이드브레이크 올린다.(확 올리면 드리프트 발생 위험)<br>5. 최후의 수단 가드레일과 같은 주변 안전한 지형지물을 이용해 벽을 긁으면서 속도를 줄인다.<br><br>사전에 풋블랙박스를 설치한다!!!,0,급발진 특 : 노인 or 여성,1
현대 기아가 더심한데 답이없다.,0,와 씨바 안전 때문에 볼보 좋아하고 볼보 살려고 고민하고있었는디...이게 무슨...,1
이 사고 역시 운전자 과실로 몰아가겠죠... 늘 그랬던것처럼...,0,급발진 특징<br><br>1. 여자<br><br>2. 노인네<br><br>3. 차량이 멈췄다가 다시 출발하는 타이밍에서만 발생함<br><br>4. 차주가 차량에 대해서 존나 무지함<br><br>5. 언플함,1
근데 브레이크는 왜 안잡냐 운전미숙 90퍼 이상,0,급발진이 흔한건줄아나 ㅋㅋ 저거 백프로 김여사가 풀악셀 밟은거임 ㅁㅊ련ㅋㅋㅋ,1
브레이크 등 불 들어온 상태인데 질주합겁니다..눈을 크게 뜨고 보세요,0,왜 이런사고는 여편네들만 나노?,1
진짜 이쯤되면 급발진 대비해서 차량바퀴 강제수동 탈출이나 강제 엔진 폭파 기능이라도 넣어야하는게 아닐까 싶다.,0,주차해놓은 위치봐라! 와 김여사네ㅡㅡ,1
볼보 이제 중국차 아닌가,0,역시 중국자본들어가면 븅god되네,1
내가 전자장비를 별로 안좋아하는 이유 중 하나지..,0,저 여자가 뒤쟈야 정상이지 풀 악셀 밟았는데 급발진이라 우기는 꼬라지 ㅋㅋㅋ 브레이크도 안 쳐 밟고 기어는 쳐 바꿔놓고 브레이크인지 알고 악셀 쳐밟고,1
출발하자말자 사이드로 받아야지,0,문재인차가 급발진 나봐야지? 국민들 목숨가지고 장난질하는데 재난컨트롤타워 뭐하냐? 재앙정부야,1
지금 차가 로체 이노베이션 2010식인데 저런 전자식으로 된차의 오작동 때문에 겁나서 차를 못사겠다 요즘은 다 저런 차들이 많아서 겁난다 겁나,0,볼보 ㅉㅉ,1
저리 달리는데 브레이크등이 안들어올꼬 ㅋㅋ<br><br>급발질이라 주장하는사고중 대부분은 그냥 운전미숙,0,국산차는 왜 이리 자세히 취재는 안하는지 ㅉㅉ,1
브레이크등 안 들어오는데...급발진 맞어?다른급발진사고는 브레이크등 들어오고도 급발진 되드만..,0,미친거아냐 충돌 방지 브레이크 아예 작동을 안 했구만 뭔 개소리고 볼보 빠는 새키들 너내도 저렇게된다,1
자동 시스템 맹신하다 잘못되면 큰 사고로 이어지더라.,0,이런건 개판. 민식이법은 바로 가결. 국개의원 놈들. 지들이 이런꼬라지 함당해봐야 알지,1
뭐같은 나라 일반인보고 증명하란다<br>결론 일반인이 백프로 못찾는걸 아니깐 <br>전부 너네 잘못이다 라고 암암리에 말하는 논리지,0,ㅈㄹ,1
저기요 현기차는 급발진 더 많은데 그거는 안내보내주고 수입차만..ㅎ 내보내는거는 무슨 심보죠?,0,인간성 1도 없는 쓰레기 회사,1
브레이크등에 불이 들어오지않았어요. 저렇게 전 속력 내는데도 그냥 엑셀 밟고 있는것 같은데요,0,누가 도시서 ㅋㅋ 초딩이냐,1
뺄수있다면 자율주행 등등 전자식은 다빼야겠구만 새차뽑기 겁나네,0,응 볼보 나락 ㅈㅂㅅ들 한국인 낙인 몇 년은 가는데 ㅉ,1
어린이 보호구역아닌가? 불법주정차 잘봤습니다~,0,급발진 주장 영상 특징<br><br>1. 브레이크 밟을 타이밍에 급발진이일어남 <br>2. 3040 남자들은 없음. 죄다 여자 또는 늙은사람<br>3. 브레이크 등 안들어옴,1
믿고거르는 중국산. 중국자 들어가면 망한다. 롤판도 망조들음,0,졸라 안전하네~ 니들이나 타라 ㅎㄷㄷ,1
국회의원일이 아니니 대충넘어가는거지 ㅋㅋㅋㅋ,0,제일 ㅈ같은게 급발진을 왜 운전자가 증명해야되는데? 급발진이 아니라는걸 제조사측에서 증명해야되는거 아니냐? 니네가 봐도 ㅈ됐다 싶은거지?,1
장애인데 2억원... 이러니 기업들이 소비자를 우습게 알지... 미국처럼 몇백억 소송으로 징벌적 배상을 하게 해야 함.  그나자나 급발진하면 그냥 속도 붙기 전에 핸들 틀어 어디 나무나 가로등 벽에 부딪치는게 날듯...,0,아지매 악세루 쌔려 밟은듯 ㅋㅋㅋ,1
브레이크 등 안 들어왔는데 저 상황에서 뭘 작동할수 있나??,0,이런건 왜꼭 아줌마들한테만 일어날까??,1
요즘나오는차들이  급발진차들이 너무만네<br>옛날차들은 이런차들은 없었는대<br>차는 말뚝이좋은건대<br>편리하게만듬만큼 <br>오작동이너무만네<br>다시 말뚝으로갑시다,0,브레이크좀 밟아라 아줌마야,1
무섭네요ᆢ,0,어린이 보호구역인가 빨간도로 주차 ㅈ같네,1
볼보도 중국에 넘어가니 저렇게 되네. 우와 차가 급발진에 통제불능 상태네. 요즘 차는 전자기판이 제어를 하니 작은 불량에도 차가 먹통이 될 수 있지 그에반해 예전 차는 기계식이라 사람이 급발진이 없었지 특히 수동은 급발진 이라는게 없음.,0,아주머니 운전실력 부족하면 크록스 신고 운전하지 마세요,1
급발진 아닌거같은데,0,으 정신병,1
이와중에 어린이 보호구역에 주차 해놓네 ㅋㅋㅋㅋ,0,여긴 무조건 기업 잘못이네 ㅋㅋ,1
브레이크 등이 않보이는디? 급발진도 브레킹등은 들어와야 유리한디...글고 불법 주정차 하셨습니다...,0,볼보 좃가튼 차네~~,1
브레이크등이 안들어오는데.....,0,급발진 특  틀딱 여자 틀딱여자 끝,1
그 자율시스템이란 것이 컴퓨터시스템이라서 오류가 나면 지멋대로 움직일 수도 있다고 본다. 앞으로의 지동차들은 저런 경우가 허다할 것이라 본다. 컴퓨터도 순서에 맞게 부팅을 하고 종료를 해야 오류가 나지 않는다. 분명히 저건 시스템오류일 가능성이 높다.,0,미친쓰레기차,1
걍 바로앞에 차박는게 제일낫나... 내가 저래되면 어떻게하지?,0,한녀가 한녀했다,1
비상상황시 강제종료 버튼좀 마련해라<br>정말 어쩔 수 없을 때만 눌러야할 곳에 넣으면<br>헷갈리지도 않고 좋을 것 같은데,0,남 : 브레이크를 밟아봐!!<br>여 : 바.. 밟고있어!!<br>남 : ... 그럼 악셀을 밟아봐<br><br><br>끼익.,1
미쳤냐 그럼 더 대형사고난다..<br>자동차가 어떻게 속력이 붙는지<br>어떻게 감속을 하는지도 모르고<br>뭔 컴퓨터도 아니고 강제종료 버튼이야 ㅋㅋㅋ,0,이거 근데 운전자가 여자라서 잘 알아봐야됨.<br><br>김여사 냄새가 나는데,1
사면 호구되는 외제차,0,국회의원놈들아 이런것좀 신경써서 법좀 바꿔 허구헌날 지들끼리 싸우지말고 수박새끼들아,1
현기도 저런 사고나면 그냥 자차 처리하고만 하지 손해배상 안해줌. 자국기업인데 더 심함.,0,방구석 슈마허  또 슬금슬금 기어나오네  ㅋㅋㅋㅋㅋ,1
자동차가편한도구이면서 <br>자칫하면 남을죽일수도 본인도죽을수있다<br>너무많은 편의장치좋을진몰라도<br>오작동하면죽을수있다,0,급발진 운전사고가 왜.. 여자 운전자들이 많은듯....,1
안전의 대명사ㅠㅜ,0,여자라 못믿겠다 차별이라기보다 그들이 그렇게 만들었다,1
23년경력ㅜㅜ,0,근데 왜 급발진은 노인분들이나 아줌마들에게서만 일어나냐 저거 백프로 급발진아니구 운전미숙이다,1
부상당하거나 사고당하게되면 건강한사람도 자기몸의 기능을 잃게된다. 저건 돈으로도 보상안된다..,0,국민목숨담보로 자동차회사에 돈받아쳐먹는 국개의원들,1
볼보   중국차임ㅋㅋㅋㅋㅋㅋ,0,이건머 정신병산가 ㅋㅋㅋ 내가 운전자.과실이라 햇냐 ?? 아마 너보다 운전 오래햇을꺼다 ㅋㅋㅋ,1
보기만해도 무섭다..,0,빙신아 저게 운전자 과실로 보이냐? 여성 운전자라? 면허증은 가지고 씨부리냐?,1
ㅋㅋ볼보도 옛말이네,0,여자운전사가 이영상의 답임...,1
"운전자 뿐만 아니라 아무 상관없는 주변운전자나 보행자까지도 큰일날 수 있는 건데, 대책이 필요하네요!!",0,솔직히 저차땜에 장애를 갖고사는게 진짜 ㅈ같음,1
볼보도 갔구나,0,그냥 수류탄 하나씩들고다니지뭐  씨발,1
말이쉽지 재빠르게 들이박는거 힘듦ㅠ 아이고,0,왜 급발진은 아줌마가 많냐?,1
불매운동해야돼,0,쓰레기네 2억원 합의도 싸다,1
자동차:인간 멸종 프로젝트를 실시한다...쿠쿠쿠,0,김.여.사,1
남일이 아니라 차있는 모든 분들 남의 차 타는 모든 분들 물론 나에게도 일어날수있는일이라 더 무섭다..,0,급발진은 꼭 여성 아니면 노인.. 이유가 뭘까,1
볼보 S시리즈는 중국생산입니다. made in china,0,이런 개소리를 다는 이유는 뭘까,1
"와 이런거 보면 너무 자동화도 좋고 편한건 아닌듯 ,.많이 안다치고 사람 안 친거만 해도 천운이다",0,"여성,노인이 인지능력이 떨어지니까요 엑셀을 브레이크인줄알고 냅다밟고 브레이크밟았는데 왜안멈춰하고 더세게 계속밟은듯",1
사람 12주,0,대가리가 썩었네,1
브레이크등 점등이 안 보이는데 영상에서 보여지는 부분이 극히 일부라서 그런가요?,0,ㅋㅋㅂㅅ볼보는 좀 다를줄 알았지만 한국지사가 있는이상 어림도없지~,1
자율 주행이 굳이 필요한지 궁굼하네요. ㅋㅋ 많이 써먹지도 않은데 문제가 많네요. 블박 발옆에도 설치해야 겠네요. 국산이고 외제고 저런건 일단 발뺌하니까요. 하긴 동영상 있어도 인정안하는 회사도 있던데 어떻게 처리할런지..,0,김여사가 d드라이브에 넣고 오토홀드 작동 영수증 찾는다고 엑셀밞은 ㅋㅋ 급발진도 브레이크등은 들어오는데 브레이크자체를 한번도 안밞음 ㅋㅋ 심지어  저 볼보 차량에는 크루즈나 그런 자동주행 기능은 1도없음 ㅋㅋ 그냥 차선방지만있음 운전을 23년동안 김여사처럼 했나봄<br>자율주행모드도 없는 차량인데 ㅋㅋㅋㅋ,1
made in china!,0,어휴 김여사가 김여사 짓 한건데ㅋㅋ전화통화 하느라 드라이브 놓고 브레이크 밟는다는걸 악셀 조졌네 지는 브레이크 밟고 있다 생각할테니 절대 악셀에서 발 안 뗐겠지 사람 안 죽인걸 다행으로 알아야지 어디서 운전미숙으로 2억원을 뜯으려하나 김여사는 운전경력 1달이던 30년이던 다 똑같다,1
여기 서판교 처가집쪽인데 저기 다리만지나면 6차선인가 8차선인데 저렇게 달릴수는없을꺼같은데,0,그러니까  김여사는 운전하지말자  차도ㅋ 싸구려타는데?볼보? 1억이하차는안탄다,1
중립기어박아라,0,개새들 차만 처 팔지 말고 안전을 좀 생각하자,1
스틱차가 답이네,0,시벌 볼보도 지럴이네 전기장치가 위험하다니까ㅜ,1
그 안전하다는 볼보도 저런게 터지노,0,아줌마 제발 고만 악셀레타 발 때고 브레이크 밟으소...,1
차 팔기전엔  손님  팔고 나면 호구되는 세상,0,일단 볼보 새끼들은 그냥 죽여야됨,1
볼보 불매 운동해야 한다,0,남성말고 그 성별을 뭐라고 지칭해야하지. 아 그래 X염색체가 두개인 성별. 암튼 그 성별이 그 성별 했네. 저런곳에 주차한거보면,1
그와중에  운전  잘하시네...사람이나 다른차나  지형지물  안박고...ㅎㄷㄷ,0,김여사잖아 뭘 ㅋㅋ,1
볼보도 피해갈 수 없는 급발진이라니... 무섭다.. ㅠ 제대로 된 보상과 사과가 있길..,0,편견을 가지긴 싫은데 왜 급발진이라고 주장하는 영상에는 그 성별과 노령운전자들이 대부분이죠?ㅡㅡ 의문입니다...,1
요즘차보더 옛날차가 더튼튼하고 좋은듯 안전하고,0,아니 이건 시발 급발진으로 감싸줄게 아니잖어,1
볼보 소비자가 인증하라,0,와 개무섭겠다,1
판교네,0,뇌가 없는 댓글 아닌가?ㅋ,1
현대차는 운전자 미숙이고 외제차는 오작동이냐,0,차가 얼마나 싸구려면 저지랄을 하겠노,1
급발진 아닌거같은데? 브레이크 등도 안들어 왔고 영상보니 기어변속 하는 소리 들리는데? 피해자 주장은 가만히 있었는데 자동으로  출발까지 했단건가??,0,또 여사님이네. 힐에 페달 꼇구만 ㅡㅡ,1
또 국토부와 볼보코리아에서 급발진 은폐하려 하겠내..,0,@ow N 차가없다 개쉐이야,1
브레이크등 안들어온거 설명부터 하고 급발진 영상이라고 올리든,0,개염병을 떨어라 아주 ㅋㅋ,1
와 얼마나 무서웠을까...ㅜㅜ,0,국토부 ㄱ잡뇽들 토나온다,1
브레이크등에 불 들어와있는건가요?? 그냥 궁금해서요,0,존나 무섭다..,1
사이드브레이크를 건다 그래도 속도가 안 줄어들면 시동을 꺼버린다 이것도 방법이라네요 자동차의 전원을 끄면 소프트웨어가 무소불위에 것도 전류가 흘러야 오작동이라는것도 할테니,0,개무섭겠다..ㄷㄷ,1
차가 이상작동하면 무조건박아서 세워야겠네...,0,김여사는 아니겠지??,1
핸들이 조작되지 않았다면서 중앙선 넘어서 앞차를 피하네...?,0,김여사  목소리 실감나노~,1
볼보가 문제가 아니라 요새 신기술 관련 전자제어쪽이 많은 기술력에 비해 가끔 오류가 생기는 빈도가 심해지는건 사실 편의는 좋아졌지만 목숨은 더 위험해진듯,0,왜 꼭 김여사들한테만 이럴일이생기냐ㅋㅋㅋ,1
2억원의 손해배상소송? 너무 착하신듯... 20억을 배상소송해도 모지랄판에 .....,0,김여사?,1
출고될때 페달쪽 카메라 설치 의무적으로 달아야함,0,그 성별이라 믿음이..,1
근데 브레이크등은 왜 꺼져 있나요? 그리고 보통 시동 킬때 브레이크 밟고  하지 않나요?,0,꼭 급발진 차 운전자는 아줌마가 많을까 왜일까?ㅋㅋㅋㅋㅋㅋㅋ,1
공포 그자차였을듯 ㅜㅜ,0,급발진 소리하고 앉아있네 ㅋㅋㅋㅋ 아지매 핸들 내려놓으쇼 ㅋㅋ주차꼬라지부터 맘에 안드노,1
브레이크등이 들어오지 않은 것으로봐서는 브레이크를 전혀 밟지 않은듯…,0,급발진이고 지랄이고 지 물건산다고 저기다 주차하고 물건사오는거 존나역겹네,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뚜벅이 생각좀해봅시다,0,볼보 중국에 공장생기더니 ㅉㅉㅉ,1
제발 전화 끊고 운전하세요 제발,0,입장바뀌생각좀해봐 왜 욕만쳐하는거임 대마했다 ㅇㅈㄹ,1
죽을뻔했는데 2억으론 부족할듯,0,미친 새키ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ볼보라서 저정도라고 합리화 개쩌네 볼보도 ㅂㅅ시나 사망사고 없는줄아나ㅋㅋ박은 위치마다 틀리지 무슨 탱크인줄아네ㅋ,1
출발하기전에 브레이크등 불들어와있다가 출발할때 브레이크등 꺼져있는거같은데,0,잼민아...,1
운전자는 N에 놓은 건가요? D였을까요?,0,젊은남성 급발진 영상 있을까요? 왜 여성 노인 빈도가 높은지 이유좀..,1
전자기기가 많이 들어갈수록 차는 문제가 많아진다..,0,여사님 엑셀을 밟으시면 안되죠^^ 역시는 역시,1
외국차팔이들도 현기가 어떻게 대처하는지 다 알텐데…,0,맨날 급발진은 노인아님 계집,1
머선 129,0,차 달리는 영상만 2분동안 처보여주노ㅅㅂ 답답하구로,1
무섭네요,0,주차 개극혐이네,1
무섭다,0,ㅈㄴ씨끄럽네,1
급발진이라고 주장하는 거의 대부분의 사고가 50대 이상 운전자에게서 발생한다<br>멈춰있는 차가 아무 이유 없이 달려나가진 않는다,0,ㅈ나 씨끄럽네,1
"그리고 저차량은 차선이탈 방지, 전방추돌방지 기능이 있는 차임.. 급발진중에는 작동 안되서 전문가도 오동작 말하는거임..",0,아줌마 양심 어딨어요?,1
내가 현대 스마트센스 안넣는 이유,0,아지매 + 여자 + 급발진 이3박자는 불변의 법칙 이네,1
현기 급발진은 방송안하고 외제차 의심사례는 바로 뉴스감 이구나ㅋㅋ,0,삼가 귀의명복을 액션빔,1
이래서 블랙박스에 소리도 녹음해야함.,0,김여사가 김여사 했네ㅋㅋㅋㅋㅋ으휴,1
늘말하지만 갑자기저러면 첨에 인도로올려서 박아서 강제로 멈췄으면 덜다쳤을건데 아쉽네요,0,이건 또 뭔 개똥소리야,1
브레이크등은 왜 안들어왔을까요 ?,0,시동을  쳐꺼라,1
딱 봐도 급발진 인디  운전자가 이길수 있을까~ㅠㅠ,0,ㅅㅂ 수동몰고다녀야겠다,1
브레이크등이 안들어온다.,0,개 ㅆㅂ,1
신자율 주행 서비스가 옛날차가 나은듯,0,여자운전자라 신빙성이 좀 떨어지네,1
근데 솔직히 차에 타면은 안전벨트는 무조건 해야지,0,현기차가 저랬다면 입에 거품을 물고 ㅈㄹ했겠지?,1
얼마나 무서웠을까......,0,내 개논리 오지고요 ㅋㅋ 깡통살 수준밖에 안되시나보네요,1
근데 브레이크등이 안들어 오네요,0,파킹 풀어도 급발진 하는게 말이됨? 생각좀해 ㅂ신아,1
편집이 ㅠ 어지러워요 ㅠ 한국에 들어온 이상 고가차량도 현기와 다를바없다,0,아이고 여사님.... 여사님은 성씨가,1
차주분이 뒷자리에 탔는데 저런상황발생되면 어떻게되죠 사건이???,0,근데 참 아이러니한게 지금까지 급발진사고의 운전자는 거의 대부분이 아닌 여자들아니면<br>최소50대 이상의 남자들일까  젊은 남자는 한번도 본적이 없다<br>혹은 연식이 많이 된 차량<br>유투브에  급발진 검색해서 한 25개 영상을 봣는데 다 그렇네 내 통계가,1
자율주행도 문제가 많네,0,여성분이라.. 더 놀랐겠군...ㅋ,1
볼보 무섭네요,0,김여사는 평생 김여사다 ㅇㅇ 운전경력 23년 운운하면서 선동하는데 역시 유사언론채널 답다,1
좋아요 봇 돌린건가,0,한국은 빛 좋은 개살구지 ㅋㅋ 하나하나 보면 개ㅆㄹㄱ라 고칠 곳이 한 두군데가 아님,1
