,comments,sentiment,tokens
21,오진혁 선수 이번 경기 영상들 김제덕 선수 쏠 때마다 화면에 잡힌 모습을 보면 고개 숙이고 안 쳐다보고 있음 아마도 다음 순서인 본인에게 영향을 주지 않으려 하는 것 같은데 부상에도 불구하고 끝까지 묵직하게 기량 발휘하는 거 개 멋있다 오래도록 보고 싶어요 응원할게요 화이팅,0.0,"['오진혁', '선수', '이번', '경기', '영상', '들', '김제', '덕', '선수', '쏠', '때', '마다', '화면', '에', '잡힌', '모습', '을', '보면', '고개', '숙이고', '안', '쳐다보고', '있음', '아마도', '다음', '순서', '인', '본인', '에게', '영향', '을', '주지', '않으려', '하는', '것', '같은데', '부상', '에도', '불구', '하고', '끝', '까지', '묵직하게', '기량', '발휘', '하는', '거', '개', '멋있다', '오래도록', '보고', '싶어요', '응원', '할게요', '화이팅']"
22,소름이 쫙 수고하셨습니다 대한민국 파이팅,0.0,"['소름', '이', '쫙', '수고', '하셨습니다', '대한민국', '파이팅']"
23,아니ㅋㅋ 우리나라 선수들은 9점 밖으로는 나가질 않네 ㅋㅋ,0.0,"['아니', 'ㅋㅋ', '우리나라', '선수', '들', '은', '9', '점', '밖', '으로는', '나가질', '않네', 'ㅋㅋ']"
24,양궁은 모두 1등,0.0,"['양궁', '은', '모두', '1등']"
25,58점 내고도 지는 대만 ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋ,0.0,"['58', '점', '내', '고도', '지는', '대만', 'ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋ']"
26,자랑스러운 우리 대한민국의 장한 정말 장한 선수들입니다,0.0,"['자랑스러운', '우리', '대한민국', '의', '장한', '정말', '장한', '선수', '들입니다']"
27,원딜의 민족,0.0,"['원딜', '의', '민족']"
28,끝 와 개 멋지다,0.0,"['끝', '와', '개', '멋지다']"
29,진짜 멋있다,0.0,"['진짜', '멋있다']"
30,김우진 칠육 오사 김제덕 아자아자 화이팅오진혁 끝,0.0,"['김우진', '칠육', '오사', '김제', '덕', '아자', '아자', '화이팅', '오진혁', '끝']"
31,아니어 쩜 이렇게 잘하냐 더운 여름 짜증나 고 힘드는데 너무나 기 쁘고 간 만에 환호성지릅니다고 생 많으셨고 덕분에 즐겁게 7월을 마무리하겟습니다,0.0,"['아니어', '쩜', '이렇게', '잘', '하냐', '더운', '여름', '짜증나', '고', '힘드는데', '너무나', '기', '쁘', '고', '간', '만에', '환호성', '지릅니다고', '생', '많으셨고', '덕분', '에', '즐겁게', '7월', '을', '마', '무리하겟습니다']"
32,우리 선수들이 흘린 땀방울 수고 하셨읍니다고 맙습니다 감사합니다,0.0,"['우리', '선수', '들', '이', '흘린', '땀방울', '수고', '하셨', '읍니', '다', '고', '맙습니', '다', '감사합니다']"
33,다른 분야도 학연 지연 없어지면 능력자들이 얼마나 더 많아질까 아쉽다,0.0,"['다른', '분야', '도', '학연', '지연', '없어지면', '능력자', '들', '이', '얼마나', '더', '많아질까', '아쉽다']"
34,결승전 대만도 준 결승전 일본도 진짜 잘 쏘더라아슬아슬한 만큼 우리나라 때문에 양궁이 상향 평준화 되고 있는 것 같아서 좋음,0.0,"['결승전', '대만', '도', '준', '결승전', '일본도', '진짜', '잘', '쏘더라', '아슬아슬한', '만큼', '우리나라', '때문', '에', '양궁', '이', '상향', '평준화', '되고', '있는', '것', '같아서', '좋음']"
35,아기호랑이랑 반달가슴곰 2마리,0.0,"['아기', '호랑이', '랑', '반달가슴곰', '2', '마리']"
36,또 땄어 야 그만해 독식하면 다른 애둘이 질투해 그래도 금메달은 우리 꺼ㅎ,0.0,"['또', '땄어', '야', '그만해', '독식', '하면', '다른', '애둘', '이', '질투', '해', '그래도', '금메달', '은', '우리', '꺼', 'ㅎ']"
37,양궁은 결과를 알고 봐도 떨림,0.0,"['양궁', '은', '결과', '를', '알', '고', '봐도', '떨림']"
38,9 쐈을 때 판정 시비 붙기 싫어서 10 10 10 쏘는 거 보소 ㅎㅎ 압도적으로 이기면 계속 규정 바꾸면서 견제하니깐 힘 조절하면서 하는 듯 ㅋ,0.0,"['9', '쐈을', '때', '판정', '시비', '붙기', '싫어서', '10', '10', '10', '쏘는', '거', '보소', 'ㅎㅎ', '압도', '적', '으로', '이기', '면', '계속', '규정', '바꾸면서', '견제', '하', '니깐', '힘', '조절', '하면서', '하는', '듯', 'ㅋ']"
39,다른 거 다 필요 없고 제덕이 군 면제연금방송광고 연설미래에 대학교수직 미래가 탄탄대로네 개부럽다,0.0,"['다른', '거', '다', '필요', '없고', '제', '덕이', '군', '면제', '연금', '방송광고', '연설', '미래', '에', '대학교', '수직', '미래', '가', '탄탄', '대로', '네', '개', '부럽다']"
40,마지막 끝 개 멋 있다,0.0,"['마지막', '끝', '개', '멋', '있다']"
41,역시 한국 고생 하셨습니다,0.0,"['역시', '한국', '고생', '하셨습니다']"
42,김제덕 선수 올림픽 끝나면 목쉴듯 맨날 화이팅 이래가지고 목쉴 듯,0.0,"['김제', '덕', '선수', '올림픽', '끝나면', '목', '쉴듯', '맨날', '화이팅', '이래가지고', '목', '쉴', '듯']"
43,마지막 끝 말 한마디에 멋있음,0.0,"['마지막', '끝', '말', '한마디', '에', '멋있음']"
44,오진혁 선수 마지막 한 발 쏘고 끝 와 개멋 있음,0.0,"['오진혁', '선수', '마지막', '한', '발', '쏘고', '끝', '와', '개멋', '있음']"
45,이순신 장군님께서 보고 계신 다 도쿄 올림픽에서 양궁은 무조건 금메달이져,0.0,"['이순신', '장군', '님', '께서', '보고', '계신', '다', '도쿄', '올림픽', '에서', '양궁', '은', '무조건', '금메달', '이', '져']"
46,김제덕 이 뻐요 화이팅 짜란다,0.0,"['김제', '덕', '이', '뻐', '요', '화이팅', '짜란다']"
47,네덜란드 선수들이 활을 쏘니까 왕좌의 게임 배우 같다 모두 모두 수고 하셨습니다,0.0,"['네덜란드', '선수', '들', '이', '활', '을', '쏘니까', '왕좌', '의', '게임', '배우', '같다', '모두', '모두', '수고', '하셨습니다']"
48,예전에 카메라 두 번 부순 거 생각나네,0.0,"['예전', '에', '카메라', '두', '번', '부순', '거', '생각나네']"
49,오 처음 두 세트엔 우리나라 선수들도 긴장했었구나,0.0,"['오', '처음', '두', '세트', '엔', '우리나라', '선수', '들', '도', '긴장', '했었구나']"
50,선수들 너무 잘해주었쥬 그거랑은 별개로 카메라가 화살 날라가는 거 뒤에서 찍어주면 훨 신 좋을 텐데 선수 얼굴 클로즈업하는 거보다,0.0,"['선수', '들', '너무', '잘', '해주었', '쥬', '그거', '랑은', '별개', '로', '카메라', '가', '화살', '날라가는', '거', '뒤', '에서', '찍어주면', '훨', '신', '좋을', '텐데', '선수', '얼굴', '클로즈업', '하는', '거', '보다']"
51,존경스럽고 대단하고 뿌듯,0.0,"['존경', '스럽고', '대단하고', '뿌듯']"
52,근데 상대 팀 남자 선수 다 똑같은 자세인데도 활 쏘는 자세 ㅈㄴ 힙해 ㅜㅜ,0.0,"['근데', '상대', '팀', '남자', '선수', '다', '똑같은', '자세인데도', '활', '쏘는', '자세', 'ㅈㄴ', '힙해', 'ㅜㅜ']"
53,굿 ㅋㅋ,0.0,"['굿', 'ㅋㅋ']"
54,근데 네덜란드 진짜 잘한다,0.0,"['근데', '네덜란드', '진짜', '잘', '한다']"
55,이 거 보니깐 느낀 게 해설은 우리나라가 진짜 시끄러럽 고 재밋는 듯 ㅋㅌㅋㅋㅌㅋㅋㅋㅋㅋㅋ우리나라 보면 항상 흥분해 있음,0.0,"['이', '거', '보', '니깐', '느낀', '게', '해설', '은', '우리나라', '가', '진짜', '시끄러', '럽', '고', '재밋는', '듯', 'ㅋㅌㅋㅋㅌㅋㅋㅋㅋㅋㅋ', '우리나라', '보면', '항상', '흥분해', '있음']"
56,그저 최고,0.0,"['그저', '최고']"
57,매너 없는 행동,0.0,"['매너', '없는', '행동']"
58,진짜 대한민국 양궁 미쳤네,0.0,"['진짜', '대한민국', '양궁', '미쳤네']"
59,안산 진짜 너무너무 멋있음 멘탈 강한 게 눈에 보임 열정맨이랑 같이 있어서 온도가 어느 정도 맞춰지는 듯 ㅋㅋㅋㅋㅋㅋ경기 내내 침착하길래 박수치면서 봤다 둘 다 앞으로 가 더 기대됨 축하합니다,0.0,"['안산', '진짜', '너무', '너무', '멋있음', '멘탈', '강한', '게', '눈', '에', '보임', '열정', '맨', '이랑', '같이', '있어서', '온도', '가', '어느', '정도', '맞춰지는', '듯', 'ㅋㅋㅋㅋㅋㅋ', '경기', '내내', '침착하길래', '박수치면서', '봤다', '둘', '다', '앞', '으로', '가', '더', '기대', '됨', '축하', '합니다']"
60,대단하다 잘했다,0.0,"['대단하다', '잘', '했다']"
61,최종병기 활 은 실화였다,0.0,"['최종병기', '활', '은', '실화', '였다']"
62,해설만 보다 가 지 고 있나 햇는데 어느 순간 보니 42 로 이기고 잇 ㄷ,0.0,"['해설', '만', '보다', '가', '지', '고', '있나', '햇', '는데', '어느', '순간', '보니', '42', '로', '이기', '고', '잇', 'ㄷ']"
63,솔직히 눈물난다 늙었나보다,0.0,"['솔직히', '눈물난다', '늙었나보다']"
64,압도적으로 승리하자 양궁 전 종목 석권,0.0,"['압도', '적', '으로', '승리', '하자', '양궁', '전', '종목', '석권']"
65,실력으로만 승부하니 위에 쟁쟁한 선배들 다 제치고 막냉이들이 나온 거지,0.0,"['실력', '으로만', '승부', '하니', '위', '에', '쟁쟁', '한', '선배', '들', '다', '제', '치고', '막', '냉이', '들', '이', '나온', '거지']"
66,기쁘구나,0.0,['기쁘구나']
67,진심 너무 자랑스럽다,0.0,"['진심', '너무', '자랑스럽다']"
68,고주몽의 후손들 양궁은 대한민국이 단연 세계 으뜸이다,0.0,"['고주몽', '의', '후손', '들', '양궁', '은', '대한민국', '이', '단연', '세계', '으뜸', '이다']"
69,너무 잘했쟈 나,0.0,"['너무', '잘했쟈', '나']"
70,양궁 국대는 저번에 잘했으니 또 나가라 그런 거 없고 무조건 다시 국 대 선 발전 치뤄야 한다고 함 그래서 매년 첫 출전인 사람들이 나오는 거고,0.0,"['양궁', '국', '대', '는', '저번', '에', '잘', '했으니', '또', '나가라', '그런', '거', '없고', '무조건', '다시', '국', '대', '선', '발전', '치뤄야', '한다고', '함', '그래서', '매년', '첫', '출전', '인', '사람', '들', '이', '나오는', '거고']"
71,대한민국은 양궁협회 반만 닮아라 그러면 20년 안에 세계 최강대국될 수가 있다,0.0,"['대한민국', '은', '양궁', '협회', '반', '만', '닮아라', '그러면', '20년', '안', '에', '세계', '최강', '대국', '될', '수가', '있다']"
72,와 진심 불볕 더위도 이겨낼 힘이 나오는 듯,0.0,"['와', '진심', '불볕', '더위', '도', '이겨', '낼', '힘', '이', '나오는', '듯']"
73,긴장될 때 화이팅으로 푼다네요,0.0,"['긴장', '될', '때', '화이팅', '으로', '푼다네요']"
74,기계를 만들어도 이거보다 잘 쏠거 같지 않음 ㄷ ㄷㄷㄷ 2셋 60점 뭐냐구 와 영화냐 ㅋㅋㅋㅋ,0.0,"['기계', '를', '만들어도', '이', '거', '보다', '잘', '쏠거', '같지', '않음', 'ㄷ', 'ㄷㄷㄷ', '2', '셋', '60', '점', '뭐', '냐', '구', '와', '영화', '냐', 'ㅋㅋㅋㅋ']"
75,이 정도면 텐텐 광고 찍어도 되겠다,0.0,"['이', '정도', '면', '텐텐', '광고', '찍어도', '되겠다']"
76,내가 썼지만 웃기넼ㅋㅋㅋㅋ,0.0,"['내', '가', '썼지만', '웃기', '넼', 'ㅋㅋㅋㅋ']"
77,이틀 전 부터 김재덕과 안산 덕에 양궁에 빠져 버렸습니다,0.0,"['이틀', '전', '부터', '김재덕', '과', '안산', '덕', '에', '양궁', '에', '빠져', '버렸습니다']"
78,역시 안산스나이퍼 한 조도 잘하네,0.0,"['역시', '안산', '스나이퍼', '한', '조도', '잘', '하네']"
79,쿵야 제대시켜준 산이,0.0,"['쿵', '야', '제', '대시', '켜준', '산이']"
80,뒤쳐지는 것에 익숙하지 않고 선두를 유지하는 것에 익숙하다는 말이 너무 웃기다 ㅋㅋㅋㅋ 다른 나라도 한국 엄청 잘한다는 걸 알고 있구나,0.0,"['뒤', '쳐지는', '것', '에', '익숙하지', '않고', '선두', '를', '유지', '하는', '것', '에', '익숙하다는', '말', '이', '너무', '웃기', '다', 'ㅋㅋㅋㅋ', '다른', '나라', '도', '한국', '엄청', '잘', '한다는', '걸', '알', '고', '있구나']"
81,안산 김제덕 어린데도 매서운 눈매에 당찬 입 모양 떨지도 않고 신세대 다운 올림픽 영웅이 다 너무 멋잇고 이 뻐서 이들 때문에 대한민국이 자랑스럽다,0.0,"['안산', '김제', '덕', '어린데도', '매서운', '눈매', '에', '당', '찬', '입', '모양', '떨지도', '않고', '신세대', '다운', '올림픽', '영웅', '이', '다', '너무', '멋', '잇고', '이', '뻐', '서', '이', '들', '때문', '에', '대한민국', '이', '자랑스럽다']"
82,김제덕 선수 발성이 좋네,0.0,"['김제', '덕', '선수', '발성', '이', '좋네']"
83,다른 협회들도 부러워 말고 양궁협회처럼 만 일해라,0.0,"['다른', '협회', '들', '도', '부러워', '말고', '양궁', '협회', '처럼', '만', '일해', '라']"
84,화이팅코리아 화이팅,0.0,"['화이팅', '코리아', '화이팅']"
85,재덕아 할머니가 개 밥 주러 가 잔다,0.0,"['재덕', '아', '할머니', '가', '개', '밥', '주러', '가', '잔다']"
86,김제덕 군 침착하게 잘쏘네요 남자단체전도 그렇고 유망주네요,0.0,"['김제', '덕', '군', '침착하게', '잘', '쏘네요', '남자', '단체', '전도', '그렇고', '유망', '주네', '요']"
87,2대0으로 지고 있었구나 그래도 멘탈 안 흔들리고 역전 크,0.0,"['2', '대', '0', '으로', '지고', '있었구나', '그래도', '멘탈', '안', '흔들리고', '역전', '크']"
88,결론 나 고 다시 봐도 심장이 쫄깃하네,0.0,"['결론', '나', '고', '다시', '봐도', '심장', '이', '쫄깃하', '네']"
89,굿,0.0,['굿']
90,힐링 영상 잘 보고 갑니다,0.0,"['힐링', '영상', '잘', '보고', '갑니다']"
91,심판이 개입 불가하기에 저런 재능 있는 어린 선수도 출전 가능,0.0,"['심판', '이', '개입', '불가하기에', '저런', '재능', '있는', '어린', '선수', '도', '출전', '가능']"
92,너무 멋있고 대단합니다,0.0,"['너무', '멋있고', '대단합니다']"
93,수고 많으셨서요 더위를 잊게 해주신 선수들께 감사드려요,0.0,"['수고', '많으셨서요', '더위', '를', '잊게', '해주신', '선수', '들', '께', '감사', '드려요']"
94,국뽕이 차오른다,0.0,"['국뽕', '이', '차오른다']"
95,우리 민수 잘했네,0.0,"['우리', '민수', '잘', '했네']"
96,정말 1개의 금메달을 획득하는 것도 엄청난 노력의 결과 물인데 2회 연속 올림픽에서 금메달 획득은 대 단합니다 특히 개인전이 아니라 단체로 금메달은 땄다는 것은 혼자만의 힘이 아니라 팀으로서 결과를 얻은 거라서 더 멋있습니다,0.0,"['정말', '1', '개', '의', '금메달', '을', '획득', '하는', '것', '도', '엄청난', '노력', '의', '결과', '물', '인데', '2회', '연속', '올림픽', '에서', '금메달', '획득', '은', '대', '단합', '니', '다', '특히', '개인', '전이', '아니라', '단체', '로', '금메달', '은', '땄다는', '것', '은', '혼자', '만의', '힘', '이', '아니라', '팀', '으로서', '결과', '를', '얻은', '거', '라서', '더', '멋있습니다']"
97,이게 한국이지,0.0,"['이', '게', '한국', '이지']"
98,2세트 60점 미쳤네,0.0,"['2', '세트', '60', '점', '미쳤네']"
99,한국은 활이라는 게 괜히 나온 소리가 아님 ㅋㅋ 경기력 너무 좋아요,0.0,"['한국', '은', '활', '이라는', '게', '괜히', '나온', '소리', '가', '아님', 'ㅋㅋ', '경기', '력', '너무', '좋아요']"
100,그래도 대만 잘 햇다,0.0,"['그래도', '대만', '잘', '햇', '다']"
101,주몽 선생님 이순신 장군님 두 분 모두 자랑스러워 하실 겁니다,0.0,"['주몽', '선생님', '이순신', '장군', '님', '두', '분', '모두', '자랑스러워', '하실', '겁니다']"
102,와 마지막에 들어갔다 개 멋있다ㅠㅠㅠ,0.0,"['와', '마지막', '에', '들어갔다', '개', '멋있다', 'ㅠㅠㅠ']"
103,ㅈㅂ,0.0,['ㅈㅂ']
104,양궁1도 모르는데 개잘 쏘는 건 알겠다,0.0,"['양궁', '1', '도', '모르는데', '개잘', '쏘는', '건', '알겠다']"
105,자랑스런 대한민국 선수들,0.0,"['자랑스런', '대한민국', '선수', '들']"
106,멋짐이라는 게 저런 거구나,0.0,"['멋짐이라는', '게', '저런', '거구', '나']"
107,진짜 지린다,0.0,"['진짜', '지', '린다']"
108,정말 멋지네요,0.0,"['정말', '멋지네요']"
109,아니 어떻게 흔들림이 아예 안 보이지 진짜 탈 인간 급 집중력 근력 보이지도 않는 과녁에 텐텐텐ㄷㄷ 예전에 양궁 체험했을 때 활이 꽤 무거워서 들 고 시위까지 당기니까 모터단 것 마냥 덜덜 거리던 데,0.0,"['아니', '어떻게', '흔들림이', '아예', '안', '보이지', '진짜', '탈', '인간', '급', '집중', '력', '근력', '보이지', '도', '않는', '과녁', '에', '텐텐', '텐', 'ㄷㄷ', '예전', '에', '양궁', '체험', '했을', '때', '활', '이', '꽤', '무거워', '서', '들', '고', '시위', '까지', '당기니까', '모터', '단', '것', '마냥', '덜덜', '거리', '던', '데']"
110,그래도 남편이 저기 관 중석에서 응원해줬어요 크 흑 더 많은 관 중 있었으면 좋으련만 ㅜㅜ 자랑스럽네요,0.0,"['그래도', '남편', '이', '저기', '관', '중석', '에서', '응원', '해줬어요', '크', '흑', '더', '많은', '관', '중', '있었으면', '좋으련만', 'ㅜㅜ', '자랑스럽네요']"
111,너무 행복하고 좋지만 이제 코로롱과 태풍으로부터 조심히 귀국하시길 기원합니다,0.0,"['너무', '행복하고', '좋지만', '이제', '코로', '롱', '과', '태풍', '으로부터', '조심', '히', '귀국', '하시길', '기원', '합니다']"
112,아 눙물이 선수님들 너무너무 고생 많으셨습니다 이제껏 흘린 땀 눈물 걱정 고민 모두 날리는 결과 얻으셔서 축 하드립니다,0.0,"['아', '눙물', '이', '선수', '님', '들', '너무', '너무', '고생', '많으셨습니다', '이제껏', '흘린', '땀', '눈물', '걱정', '고민', '모두', '날리는', '결과', '얻으셔서', '축', '하', '드립니다']"
113,난 대표 결정 전만 보고 올림픽은 안 봤,0.0,"['난', '대표', '결정', '전만', '보고', '올림픽', '은', '안', '봤']"
114,왜 저러 케잘 하지 진짜,0.0,"['왜', '저러', '케잘', '하지', '진짜']"
115,이순신 장군님 보고 있습니다 하늘도 스스로 돕는 자를 돕는다 하죠 힘들게 훈련하고 진짜 어려운 결정해서 일본 갔을 텐데 금메달 축하드립니다코로나 조심해서 무사 귀환하세요,0.0,"['이순신', '장군', '님', '보고', '있습니다', '하늘', '도', '스스로', '돕는', '자를', '돕는다', '하죠', '힘들게', '훈련', '하고', '진짜', '어려운', '결정', '해서', '일본', '갔을', '텐데', '금메달', '축하', '드립니다', '코로나', '조심해서', '무사', '귀환', '하세요']"
116,대만도 잘하는데 한 귝이 너무 압도 적임,0.0,"['대만', '도', '잘', '하는데', '한', '귝', '이', '너무', '압도', '적임']"
117,마지막 끝이 걸로 벌써 광고계 분주함이 보이네 요축하합니다 선수들,0.0,"['마지막', '끝', '이', '걸', '로', '벌써', '광고', '계', '분주함이', '보이', '네', '요', '축하', '합니다', '선수', '들']"
118,개시크 함 끝,0.0,"['개', '시크', '함', '끝']"
119,역시 양궁 코리아 파이팅,0.0,"['역시', '양궁', '코리아', '파이팅']"
120,제덕이 기여 웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ애긬ㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,"['제', '덕이', '기여', '웤', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '애긬', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
121,김우진 킹이다,0.0,"['김우진', '킹', '이다']"
122,끝 존멋,0.0,"['끝', '존멋']"
123,김우진 진짜 잘한다,0.0,"['김우진', '진짜', '잘', '한다']"
124,결승전은 김우진 선수가 시원하게 만들어준 느낌이네요 처음 네발을 전부 10만 쏴 줬어요,0.0,"['결승전', '은', '김우진', '선수', '가', '시원하게', '만들어', '준', '느낌이네요', '처음', '네', '발', '을', '전부', '10만', '쏴', '줬어요']"
125,제덕이 잘했어요 사십대 이십 대 십대 보기 좋네요,0.0,"['제', '덕이', '잘', '했어요', '사', '십대', '이십', '대', '십대', '보기', '좋네요']"
126,17살에 군 면제 진짜 개쩌네,0.0,"['17', '살', '에', '군', '면제', '진짜', '개쩌', '네']"
127,군필 고딩에게 두려움 따위는 없다,0.0,"['군필', '고딩', '에게', '두려움', '따위', '는', '없다']"
128,제덕이 왜 케 귀엽지,0.0,"['제', '덕이', '왜', '케', '귀엽지']"
129,2016 리우 올림픽 할 수 있다 2020 도쿄올림픽 코리아 파이팅 이번 올림픽은 제덕 선수의 파이팅이 레전드가 되지 않을까,0.0,"['2016', '리우', '올림픽', '할', '수', '있다', '2020', '도쿄올림픽', '코리아', '파이팅', '이번', '올림픽', '은', '제', '덕', '선수', '의', '파이팅', '이', '레전드', '가', '되지', '않을까']"
130,60 점 레전드,0.0,"['60', '점', '레전드']"
131,막내 진짜 대단하다,0.0,"['막내', '진짜', '대단하다']"
132,요즘 올림픽 보면서 애국심 뿜뿜 우리 싸우지 말고 삽시다,0.0,"['요즘', '올림픽', '보면서', '애국심', '뿜뿜', '우리', '싸우지', '말고', '삽시다']"
133,금메달 정말 축하드립니다 금메달 축하 기념 제가 의 수를 차고 양궁에 도전을 했습니다 시간 나시면 영상 보러 와주세요,0.0,"['금메달', '정말', '축하', '드립니다', '금메달', '축하', '기념', '제', '가', '의', '수', '를', '차고', '양궁', '에', '도전', '을', '했습니다', '시간', '나시', '면', '영상', '보러', '와주세요']"
134,진짜 줜나 잘하네,0.0,"['진짜', '줜', '나', '잘', '하네']"
135,진짜 레전드 멋지다 완벽하다,0.0,"['진짜', '레전드', '멋지다', '완벽하다']"
136,그 누구보다 피나는 노력을 했다는 증거지 진짜 눈물나게 대단하다,0.0,"['그', '누구', '보다', '피나', '는', '노력', '을', '했다는', '증거', '지', '진짜', '눈물나게', '대단하다']"
137,눈물난다 너무 수고하셨습니다,0.0,"['눈물난다', '너무', '수고', '하셨습니다']"
138,이제 양궁은 메달 준비할 때 미리 메달에 태극이 넣어 주가,0.0,"['이제', '양궁', '은', '메달', '준비', '할', '때', '미리', '메달', '에', '태극', '이', '넣어', '주가']"
139,대만 선수들 활 쏠 때마다 내는 소리 신기하 당 게임 효과 음 같음ㅋㅋㅋㅋ,0.0,"['대만', '선수', '들', '활', '쏠', '때', '마다', '내는', '소리', '신기하', '당', '게임', '효과', '음', '같음', 'ㅋㅋㅋㅋ']"
140,주몽 선생님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 대만 선수들 대만 국적으로 오지 못해서 우리가 대만 선수라 불러줘서 대만 사람들 되게 좋아하던데 안타깝다 다음 올림픽에 꼭 대만 국적으로 출전하길 바랍니다 ㅠ,0.0,"['주몽', '선생님', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '대만', '선수', '들', '대만', '국적', '으로', '오지', '못', '해서', '우리', '가', '대만', '선수', '라', '불러줘서', '대만', '사람', '들', '되게', '좋아하던데', '안타깝다', '다음', '올림픽', '에', '꼭', '대만', '국적', '으로', '출전', '하길', '바랍니다', 'ㅠ']"
141,멋이라는 게 폭발했다 끝,0.0,"['멋', '이라는', '게', '폭발', '했다', '끝']"
142,동이족 자랑스럽다,0.0,"['동이족', '자랑스럽다']"
