,comments,sentiment,tokens
11,군가 특징 생각하면서 부르면 헷갈리고 그냥 뇌 빼고 부르면 술술술 나옴 복무 신조도 마찬가지,0.0,"['군가', '특징', '생각', '하면서', '부르면', '헷갈리고', '그냥', '뇌', '빼고', '부르면', '술술', '술', '나옴', '복무', '신조', '도', '마찬가지']"
12,저런 병신들이 오늘도 한국의 앞날을 밝게 만듭니다 밝아서 안 보이네 ㅅㅂ,1.0,"['저런', '병신', '들', '이', '오늘', '도', '한국', '의', '앞날', '을', '밝게', '만듭니', '다', '밝아서', '안', '보이', '네', 'ㅅㅂ']"
13,볼보운전자보다 제가 운전 경력 삼십년 가까이 됩니다그동안 대우차 현대차 쉐보레 차 중형급 신차만 뽑아서 운전해본 결과 외제차는 무조건 걸러야 된다고 봅니다 사고 시 부품비 인건비가 타 국산차에 비해 비쌉니다 물론 잘 들 아시겠지만 국산차는 해외 수출용보다 헉소리 나오게 국민들 뒷북치게 만드시는 거 알거에요 그래도 국내 브랜드 차량이 써비스 쎈타도 많고 부품 준비돼 있고 외제차보다 추천 드립니 다,0.0,"['볼보', '운전자', '보다', '제', '가', '운전', '경력', '삼', '십년', '가까이', '됩니다', '그동안', '대우', '차', '현대차', '쉐보레', '차', '중형', '급', '신차', '만', '뽑아서', '운전', '해본', '결과', '외제차', '는', '무조건', '걸러', '야', '된다고', '봅니다', '사고', '시', '부품', '비', '인건비', '가', '타', '국산', '차', '에', '비해', '비쌉니다', '물론', '잘', '들', '아시겠지만', '국산', '차는', '해외', '수출', '용', '보다', '헉', '소리', '나오게', '국민', '들', '뒷북', '치', '게', '만드시는', '거', '알거에요', '그래도', '국내', '브랜드', '차량', '이', '써비스', '쎈', '타도', '많고', '부품', '준비', '돼', '있고', '외제차', '보다', '추천', '드립니', '다']"
14,섬나라로 가서 살아라,1.0,"['섬나라', '로', '가서', '살아라']"
15,와근대 진짜 잘 표현했다 ㅜㅋㅋㅋㅋㅋㅋㅋ,0.0,"['와', '근대', '진짜', '잘', '표현', '했다', 'ㅜㅋㅋㅋㅋㅋㅋㅋ']"
16,소미 얼굴 보고같이 주 접 떨 한국인 댓글이 안 보이네ㅠㅠ,0.0,"['소', '미', '얼굴', '보고', '같이', '주', '접', '떨', '한국인', '댓글', '이', '안', '보이', '네', 'ㅠㅠ']"
17,지금도 벗방 수준인데,1.0,"['지금', '도', '벗방', '수준', '인데']"
18,한국 유명 가수들이 찌질한 동네가 서 버스킹하면서 감동 줬다고 자기기만 하는 개 한심한 프로그램,1.0,"['한국', '유명', '가수', '들', '이', '찌질한', '동네', '가', '서', '버스킹', '하면서', '감동', '줬다고', '자기기만', '하는', '개', '한심한', '프로그램']"
19,휴 나 같으면 애도 내팽겨 쳐버리고 싶겠다 그래도 여자분이 책임감이 있네,0.0,"['휴', '나', '같으면', '애도', '내팽겨', '쳐', '버리고', '싶겠다', '그래도', '여자', '분', '이', '책임감', '이', '있네']"
20,오늘 만큼 재택 근무가 행복했던 적이 없었다 ㅋㅋㅋㅋㅋㅋㅋ 결국 3셋부터 티비켜고 끝까지 다 봄 너무 멋지 다 우리 선수들,0.0,"['오늘', '만큼', '재택', '근무', '가', '행복했던', '적', '이', '없었다', 'ㅋㅋㅋㅋㅋㅋㅋ', '결국', '3', '셋', '부터', '티비', '켜고', '끝', '까지', '다', '봄', '너무', '멋지', '다', '우리', '선수', '들']"
21,오 3천원 싸네요 탕수육이 중자 정도 양인가요 ㅎ,0.0,"['오', '3천원', '싸네요', '탕수육', '이', '중', '자', '정도', '양', '인가요', 'ㅎ']"
22,안철수 님은 정치 안 하셨으면 국사책에 이름 올려야 하는 분인데 안타깝다 인성도 좋으신 분 같은 데,0.0,"['안철수', '님', '은', '정치', '안', '하셨으면', '국사', '책', '에', '이름', '올려야', '하는', '분', '인데', '안타깝다', '인성', '도', '좋으신', '분', '같은', '데']"
23,제대로 사기꾼한테 당했네,0.0,"['제대로', '사기꾼', '한테', '당했네']"
24,셜록 홈즈 나라 런던,0.0,"['셜록', '홈즈', '나라', '런던']"
25,정신이상자 김여사,1.0,"['정신', '이상자', '김여사']"
26,아주 이 뻐용,0.0,"['아주', '이', '뻐용']"
27,절대 아닐 걸,0.0,"['절대', '아닐', '걸']"
28,와ㄷㄷㄷㄷㄷ그분이 오셨다,0.0,"['와', 'ㄷㄷㄷㄷㄷ', '그', '분', '이', '오셨다']"
29,제 아이를 위해 박사님 영상을 보다 언젠가부터 저의 부모님을 조금 더 이해하고 상처 받았던 저의 어린 날의 기 억이 조금은 덜 아프게 된 거 같아 요 감사해요,0.0,"['제', '아이', '를', '위해', '박사', '님', '영상', '을', '보다', '언젠가', '부터', '저', '의', '부모님', '을', '조금', '더', '이해', '하고', '상처', '받았던', '저', '의', '어린', '날', '의', '기', '억이', '조금', '은', '덜', '아프게', '된', '거', '같아', '요', '감사해요']"
30,9544544 졸라 섹시하네 지훈씨 전화하는 씬 보고 응원합니다,1.0,"['9544544', '졸라', '섹시하네', '지훈', '씨', '전화하는', '씬', '보고', '응원', '합니다']"
31,연예인이 겪었던 사건이 일반인에게도 결혼 사기가 에고,0.0,"['연예인', '이', '겪었던', '사건', '이', '일반인', '에게도', '결혼', '사기', '가', '에고']"
32,코로나 때 매 이런 함성 소리도 못 듣네 이제,0.0,"['코로나', '때', '매', '이런', '함성', '소리', '도', '못', '듣네', '이제']"
33,승무원은 비행을 안 할 때 어떤 걸 하나요,0.0,"['승무원', '은', '비행', '을', '안', '할', '때', '어떤', '걸', '하나요']"
34,앗 정말 보기만 해도 행복해지는 너무너무 예쁘다 최고의 경기였어요,0.0,"['앗', '정말', '보기', '만', '해도', '행복해지는', '너무', '너무', '예쁘다', '최고', '의', '경기', '였어요']"
35,와 저 머리 색 진짜 해보고 싶을 정도로 너무 이 뻐요,0.0,"['와', '저', '머리', '색', '진짜', '해보고', '싶을', '정도', '로', '너무', '이', '뻐', '요']"
36,앞에 쟤 임 남자냐 여자냐,1.0,"['앞', '에', '쟤', '임', '남자', '냐', '여자', '냐']"
37,연예인이 대단하긴 하나보다 발 하나 빠졌다고 안내판에 이 승기 연못 적혀 있고 ㅋㅋㅋ,0.0,"['연예인', '이', '대단하긴', '하나', '보다', '발', '하나', '빠졌다고', '안', '내', '판에', '이', '승기', '연못', '적혀', '있고', 'ㅋㅋㅋ']"
38,아프긴 멀 기자회견 때 저래 놓고도 안하무인이라던데멀 자긴 안해도 된다는 식이라서 저 사람 눈치 보느라고 제작진들 힘들다고 뭘 믿고 저러는 지 싸가지 없는 연기자였어멀,1.0,"['아프긴', '멀', '기자회견', '때', '저래', '놓고도', '안하무인', '이라', '던데', '멀', '자긴', '안해', '도', '된다는', '식이', '라서', '저', '사람', '눈치', '보느라고', '제', '작', '진', '들', '힘들다고', '뭘', '믿고', '저러는', '지', '싸가지', '없는', '연기자', '였어', '멀']"
39,니가 노무현이냐 여자 패게,1.0,"['니', '가', '노무현', '이냐', '여자', '패', '게']"
40,너무 먹먹하다 못해 가슴이 진짜 아프다 통증이 느껴지는 것 같다,0.0,"['너무', '먹', '먹하다', '못', '해', '가슴', '이', '진짜', '아프다', '통증', '이', '느껴지는', '것', '같다']"
41,회장님 마지막에 결혼 꼭하라고 강조하는 거 좋아서 추천하시는 거 맞죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,"['회장', '님', '마지막', '에', '결혼', '꼭', '하', '라고', '강조', '하는', '거', '좋아서', '추천', '하시는', '거', '맞죠', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
42,내가 빠루를 어디어뒀더라,1.0,"['내', '가', '빠루', '를', '어디', '어', '뒀더라']"
43,이종석 송중기 딱 봐도 끼 ㅈㄴ부리잖아 으,1.0,"['이종석', '송중기', '딱', '봐도', '끼', 'ㅈㄴ', '부리잖아', '으']"
44,말을 너무 잘하셔요 멋지셔,0.0,"['말', '을', '너무', '잘', '하셔요', '멋지셔']"
45,정용진 회장 고현정 저런 여자랑 정말 이 혼잘했네 인성 쓰레기 고현정,1.0,"['정용진', '회장', '고현정', '저런', '여자', '랑', '정말', '이', '혼', '잘', '했네', '인성', '쓰레기', '고현정']"
46,하작곡가 누구야 왜 노래가 계속 아쉽냐,0.0,"['하', '작곡가', '누구', '야', '왜', '노래', '가', '계속', '아쉽냐']"
47,저 할 배 정신이 나갔나,1.0,"['저', '할', '배', '정신', '이', '나갔나']"
48,이날 미주 미모 장난 아니네 ㄷㄷ,0.0,"['이', '날', '미주', '미모', '장난', '아니네', 'ㄷㄷ']"
49,응 머한민국 군대는 성추행 하기도 바쁨 ㅅㄱ,1.0,"['응', '머', '한', '민국', '군대', '는', '성추행', '하기도', '바쁨', 'ㅅㄱ']"
50,아내 분 말 빨에 빨려들네 ㅋㅌㅋㅌㅌ,0.0,"['아내', '분', '말', '빨', '에', '빨려', '들네', 'ㅋㅌㅋㅌㅌ']"
51,유령시티님 영성 많이 올려주세요,0.0,"['유령', '시티', '님', '영성', '많이', '올려주세요']"
52,사회인 야구 형님이 서인 영시절부터 9 뮤지스 신인 시절 까지 매니저였음 애들은 참착하고 사람 좋다고 하지만 과거는 더러웠다고 하더라 더럽고 더러운 곳이 연예계라고 하더라,1.0,"['사회인', '야구', '형님', '이', '서인', '영', '시절', '부터', '9', '뮤', '지스', '신인', '시절', '까지', '매니저', '였음', '애', '들', '은', '참', '착하고', '사람', '좋다고', '하지만', '과거', '는', '더러웠다고', '하더라', '더럽고', '더러운', '곳', '이', '연예계', '라고', '하더라']"
53,댓글들 왜 이래 반 자율주행 기능이 오작동 났다 자나 핸들 제어 안 됐다 자나요 전문가도 앞차 가까워지면 속도 줄이거나 정차하는 기능이 작동 안 됬 다 중앙선도 넘으면 안 되는데 넘어 갔다 말하자나 요 급발진이면 앉자마자 나갔겠지 시동 걸었는데 브레이크에 발 안 올리는 사람도 있음 설령 엑셀을 밟았다 해도 운전 한 짬바가 있는데 발 옮기는 것도 안 해봤을까 엑셀 밟았다 뗏다  하면 차가 울렁였겠지 또 놀라서 발을 뗏다고 하면 속도가 오르는 건 어떻게 설 명함 무조건 여자라서 잘못했다 머가리 비었다 김 여사 다 이런 말은 생각 좀 하면서 달자 물론 불법 주정차는 잘못임,0.0,"['댓글', '들', '왜', '이래', '반', '자율', '주행', '기능', '이', '오', '작동', '났다', '자', '나', '핸들', '제어', '안', '됐다', '자나요', '전문가', '도', '앞차', '가까워지면', '속도', '줄이거나', '정차', '하는', '기능', '이', '작동', '안', '됬', '다', '중앙', '선도', '넘으면', '안', '되는데', '넘어', '갔다', '말', '하자나', '요', '급발진', '이', '면', '앉자마자', '나갔겠지', '시동', '걸었는데', '브레이크', '에', '발', '안', '올리는', '사람', '도', '있음', '설령', '엑셀', '을', '밟았다', '해도', '운전', '한', '짬바', '가', '있는데', '발', '옮기는', '것', '도', '안', '해봤을까', '엑셀', '밟았다', '뗏다', '하면', '차가', '울렁였겠지', '또', '놀라서', '발', '을', '뗏다', '고', '하면', '속도', '가', '오르는', '건', '어떻게', '설', '명함', '무조건', '여자라서', '잘', '못', '했다', '머', '가리', '비었다', '김', '여사', '다', '이런', '말', '은', '생각', '좀', '하면서', '달자', '물론', '불법', '주', '정차', '는', '잘', '못', '임']"
54,얼굴 보러 왔는데 ㅈㄴ 웃기다 뭐지 ㅋㅋㅋㅋㅋ,0.0,"['얼굴', '보러', '왔는데', 'ㅈㄴ', '웃기', '다', '뭐', '지', 'ㅋㅋㅋㅋㅋ']"
55,너도 중국 음식 얘기 한국에서 하지마,0.0,"['너', '도', '중국', '음식', '얘기', '한국', '에서', '하지마']"
56,와 미쳤다 미쳤어,0.0,"['와', '미쳤다', '미쳤어']"
57,재능충이야 뭐야 ㅆㅂ ㅋㅋ 현타오네,1.0,"['재능', '충', '이야', '뭐', '야', 'ㅆㅂ', 'ㅋㅋ', '현', '타오', '네']"
58,뒤졌겠네 ㅜㅜ 가슴 아프다 가족들 힘내세요,1.0,"['뒤졌겠네', 'ㅜㅜ', '가슴', '아프다', '가족', '들', '힘내세요']"
59,틀 딱 들 프로 안 봐,1.0,"['틀', '딱', '들', '프로', '안', '봐']"
60,더불어민주당 망해라,0.0,"['더불어', '민주당', '망해라']"
61,아빠 삼촌 아들,0.0,"['아빠', '삼촌', '아들']"
62,언젠가 웃는 모습으로 돌아온다면 저희도 웃는 모습으로 반겨줄게요,0.0,"['언젠가', '웃는', '모습', '으로', '돌아온다면', '저희', '도', '웃는', '모습', '으로', '반겨줄게요']"
63,계ㅡㅡㅡ집년은 운전하면 안됨 공간 지각 능력이 남자에 비해서 ㄹㅇ 존 나 낮음,1.0,"['계', 'ㅡㅡㅡ', '집년', '은', '운전', '하면', '안됨', '공간', '지각', '능력', '이', '남자', '에', '비', '해서', 'ㄹㅇ', '존', '나', '낮음']"
64,미주는 아받대에서 더 웃긴 거 같앵여기선 막내라 그런지 얌전하넴,0.0,"['미주', '는', '아', '받', '대에서', '더', '웃긴', '거', '같', '앵', '여기', '선', '막내', '라', '그런지', '얌전하', '넴']"
65,남 헐뜯는 건 좋은 거냐,0.0,"['남', '헐뜯는', '건', '좋은', '거', '냐']"
66,048536536나 지금 막 전교 1등 이브이로 그 찍는 거보는 기분이야타임 랩스로 도서관에서 막 타이머돌아가는 거 보이고 막도서관에서 나오면 집 가서 씻는 걸로 영상 끝나고 구독 누른 기분,0.0,"['048536536', '나', '지금', '막', '전교', '1등', '이브이', '로', '그', '찍는', '거', '보는', '기분', '이야', '타임', '랩스', '로', '도서관', '에서', '막', '타이머', '돌아가는', '거', '보이', '고', '막', '도서관', '에서', '나오면', '집', '가서', '씻는', '걸', '로', '영상', '끝나고', '구독', '누른', '기분']"
67,ㅋㅋㅋ 택시 잘했다고 옹호하는 게 아닌데 논점 파악 좆도 못해 ㅋㅋ,1.0,"['ㅋㅋㅋ', '택시', '잘', '했다고', '옹호', '하는', '게', '아닌데', '논점', '파악', '좆', '도', '못', '해', 'ㅋㅋ']"
68,배우 고갑니다 사장님 늘 건승하세요,0.0,"['배우', '고', '갑니다', '사장', '님', '늘', '건', '승하', '세', '요']"
69,그래 어머니들은 우리도 이 길 수 없는데 너네가 이길 리가 없자나,0.0,"['그래', '어머니', '들', '은', '우리', '도', '이', '길', '수', '없는데', '너', '네', '가', '이길', '리가', '없자나']"
70,근데 저렇게 큰 전구가 있어요 보다 보니까 이상해서,0.0,"['근데', '저렇게', '큰', '전구', '가', '있어요', '보다', '보', '니까', '이상해서']"
71,좆 같은 노란 차들 좆나 많음 진짜 좆됐으면 좆겠음,1.0,"['좆', '같은', '노란', '차', '들', '좆', '나', '많음', '진짜', '좆', '됐으면', '좆', '겠음']"
72,당신 같은 인간 때문에 마지막 남은 인류애가 사라진다,1.0,"['당신', '같은', '인간', '때문', '에', '마지막', '남은', '인류', '애가', '사라진다']"
73,스윙스 같은 폐급들은 욕 먹어도 싸죠,1.0,"['스윙스', '같은', '폐급', '들', '은', '욕', '먹어도', '싸죠']"
74,선수분들 너무 탠션 좋으시다 ㅋㅋㅋ,0.0,"['선수', '분들', '너무', '탠션', '좋으시다', 'ㅋㅋㅋ']"
75,김우진 진짜 잘한다,0.0,"['김우진', '진짜', '잘', '한다']"
76,그래서 그렇게 사람들 괴롭히 구 그랫구나 유명하던데 지랄스러움이 아파서 그랫구나,1.0,"['그래서', '그렇게', '사람', '들', '괴롭히', '구', '그랫구', '나', '유명하던데', '지랄', '스러', '움', '이', '아파서', '그랫구', '나']"
77,재밌어요 팬이에 요 진짜,0.0,"['재밌어요', '팬', '이', '에', '요', '진짜']"
78,창모 저 새 기 저런 말하면 사람들이 공감해 줄줄 알고 두근거렸겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ,1.0,"['창모', '저', '새', '기', '저런', '말', '하면', '사람', '들', '이', '공감', '해', '줄줄', '알', '고', '두근거렸겠노', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
79,ㅂㅅ 네이버에 쳐보고 와라 ㅋㅋㅋㅋㅋㅋㅋ병 먹금 하려고 했는데 존 나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0,"['ㅂㅅ', '네이버', '에', '쳐', '보고', '와라', 'ㅋㅋㅋㅋㅋㅋㅋ', '병', '먹', '금', '하려고', '했는데', '존', '나', '웃기', '네', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
80,아 진짜 벌써 재밌다,0.0,"['아', '진짜', '벌써', '재밌다']"
81,양보는 내가 해주는 거고 니가 양보를 강요하는 게 아니야 이 버러지 같은 새끼들아 ㅡㅡ 아오 시바 이 제 양보 따위 안해주고 싶어지는 영상 존 나 많아지네,1.0,"['양보', '는', '내', '가', '해주는', '거고', '니', '가', '양보', '를', '강요', '하는', '게', '아니야', '이', '버러지', '같은', '새끼', '들', '아', 'ㅡㅡ', '아오', '시바', '이', '제', '양보', '따위', '안', '해주고', '싶어지는', '영상', '존', '나', '많아지네']"
82,와 다들 토론하시느라 진짜 등신 먹금하는 거 오졌다ㅋㅋㅋ,1.0,"['와', '다', '들', '토론', '하시느라', '진짜', '등신', '먹', '금', '하', '는', '거', '오졌다', 'ㅋㅋㅋ']"
83,얼굴도 예쁘고 당 차기까지 한 모습이 너무 아름답네요 건강 챙기면서 하세요,0.0,"['얼굴', '도', '예쁘고', '당', '차기', '까지', '한', '모습', '이', '너무', '아름답네요', '건강', '챙기면서', '하세요']"
84,첫 번째 남자 조선족이라는 말이 있는데 사실인가여,1.0,"['첫', '번째', '남자', '조선족', '이라는', '말', '이', '있는데', '사실', '인가', '여']"
85,유재석이는 징징되면서 억지로 할 거 같음 가 식세끼,1.0,"['유재석', '이', '는', '징징', '되면서', '억지로', '할', '거', '같음', '가', '식세', '끼']"
86,좋은 하루 보내라 ㅅㅂ 러마,1.0,"['좋은', '하루', '보내라', 'ㅅㅂ', '러마']"
87,싼티 줄줄,1.0,"['싼', '티', '줄줄']"
88,14번 김 여사처럼 유턴 하네 ㅋㅋ 돌리기 전에 오는 거 보이는 구만 ㅉㅉ,1.0,"['14', '번', '김', '여사', '처럼', '유턴', '하네', 'ㅋㅋ', '돌리기', '전', '에', '오는', '거', '보이는', '구만', 'ㅉㅉ']"
89,코로나가 낳은 스트레스성 분노조절 장애,0.0,"['코로나', '가', '낳은', '스트레스', '성', '분노조절', '장애']"
90,58324324 뼈를 때 리시네ㅋㅋ,0.0,"['58324324', '뼈', '를', '때', '리시', '네', 'ㅋㅋ']"
91,성인만 볼 수 있는 야 한 방송 마카롱 티비,1.0,"['성인', '만', '볼', '수', '있는', '야', '한', '방송', '마카롱', '티비']"
92,그르치 토론은 안하고 말꼬리 잡는 거만 잘하지 머리가 있어야 토론도 하지 아직도 정신 못 차리는 지역구가 있긴 하지만 우리는 개돼지가 아님을 보여야 합니다,0.0,"['그르치', '토론', '은', '안', '하고', '말꼬리', '잡는', '거만', '잘', '하지', '머리', '가', '있어야', '토론', '도', '하지', '아직도', '정신', '못', '차리는', '지역구', '가', '있긴', '하지만', '우리', '는', '개돼지', '가', '아님을', '보여야', '합니다']"
93,이러니 늬들이 선거에서 지는 거야 ㅋㅋㅋㅋ,0.0,"['이러니', '늬들', '이', '선거', '에서', '지는', '거야', 'ㅋㅋㅋㅋ']"
94,대깨문 맘충 뭔지도 모르면서 알고 싶어 하진 않고 애들은 잘 키우고 싶고 ㅋㅋ 권리만 누리고 싶어 하네,1.0,"['대', '깨문', '맘충', '뭔', '지도', '모르면서', '알', '고', '싶어', '하진', '않고', '애', '들', '은', '잘', '키우고', '싶고', 'ㅋㅋ', '권리', '만', '누리', '고', '싶어', '하네']"
95,미친 인간들,1.0,"['미친', '인간', '들']"
96,담음새가 하나 하나 진짜 감탄하게 되네,0.0,"['담음', '새', '가', '하나', '하나', '진짜', '감탄', '하게', '되네']"
97,멍청하니깐 화재 진압하는 거 다 꼬우면 높은 직위를 가져라,1.0,"['멍청하니깐', '화재', '진압하', '는', '거', '다', '꼬우', '면', '높은', '직위', '를', '가져라']"
98,와 5세트까지 갔어 다들 힘들었겠다,0.0,"['와', '5', '세트', '까지', '갔어', '다', '들', '힘들었겠다']"
99,성형 엄청 했네 꼴 보기 싫어 영원히 퇴 출 시켜라 구속해,1.0,"['성형', '엄청', '했네', '꼴', '보기', '싫어', '영원히', '퇴', '출', '시켜라', '구속', '해']"
100,아 역대급 존 나 웃겨 배 아프다 진짜,1.0,"['아', '역대', '급', '존', '나', '웃겨', '배', '아프다', '진짜']"
101,아 난 흑인이 아시안한 테 쳐 맞는 거 보고 싶었는데,1.0,"['아', '난', '흑인', '이', '아시안', '한', '테', '쳐', '맞는', '거', '보고', '싶었는데']"
102,사람들은 저런 가게를 왜 찾아가는 거임 골빈 것들이 방송 나온 가게라고 쳐가니까 저런 연놈들이 편하게 장사를 해쳐먹지,1.0,"['사람', '들', '은', '저런', '가게', '를', '왜', '찾아가는', '거임', '골빈', '것', '들', '이', '방송', '나온', '가게', '라고', '쳐가니까', '저런', '연', '놈', '들', '이', '편하게', '장사', '를', '해쳐', '먹지']"
103,그저 미디어에 빠져 평범한 돈까스를 줄 서서 쳐먹는 개돼지들ㅋ,1.0,"['그저', '미디어', '에', '빠져', '평범한', '돈까스', '를', '줄', '서서', '쳐', '먹는', '개돼지', '들', 'ㅋ']"
104,현민석 왜 그러고 살아 방구석에서 맨날 폰만 쳐보면서 부모님 속 썩이지 말고 지나가다 민 폐 끼쳐서 기분 존 나 더럽게 만들지 말고 꺼져 제발 ㅋㅋ,1.0,"['현민석', '왜', '그러고', '살', '아', '방', '구석', '에서', '맨날', '폰', '만', '쳐', '보면서', '부모님', '속', '썩', '이지', '말고', '지나가다', '민', '폐', '끼쳐서', '기분', '존', '나', '더럽게', '만들지', '말고', '꺼져', '제발', 'ㅋㅋ']"
105,쳐 맞아야지 개만도 못하면,1.0,"['쳐', '맞아야지', '개', '만도', '못', '하면']"
106,시원이 진짜 남자답게 잘 생겼다,0.0,"['시원', '이', '진짜', '남자답게', '잘', '생겼다']"
107,오늘 나의 슬픔은 나를 위로해주던 당신이 떠난 새벽 하늘의 색 내가 본 그 무엇보다 빛 났기에 내 마음 한 켠에 영원히 남아 있을 당신의 색,0.0,"['오늘', '나', '의', '슬픔', '은', '나를', '위로', '해주던', '당신', '이', '떠난', '새벽', '하늘', '의', '색', '내', '가', '본', '그', '무엇', '보다', '빛', '났기에', '내', '마음', '한', '켠에', '영원히', '남아', '있을', '당신', '의', '색']"
108,주몽 이 성계의 유전자 어디안 갔음ㅋ,0.0,"['주몽', '이', '성계', '의', '유전자', '어디', '안', '갔음', 'ㅋ']"
109,윰 여신님 올림픽 끝나면 이숙자 위원님이랑 리뷰해주시면 감사합니다ㅎㅎ,0.0,"['윰', '여신', '님', '올림픽', '끝나면', '이숙자', '위원', '님', '이랑', '리뷰', '해주시면', '감사합니다', 'ㅎㅎ']"
110,짱꼴라가 왜 우리나라 삼,1.0,"['짱꼴라', '가', '왜', '우리나라', '삼']"
111,댓글보니까 우리나라에 점쟁이가 많네,0.0,"['댓글', '보', '니까', '우리나라', '에', '점', '쟁이', '가', '많네']"
112,진짜 팬인데 어떤 연예인보다 멋지십니다,0.0,"['진짜', '팬', '인데', '어떤', '연예인', '보다', '멋지십니다']"
113,어른이든 뭐든 저런 사람 보면 개 패고 싶다 씨발,1.0,"['어른', '이든', '뭐', '든', '저런', '사람', '보면', '개', '패', '고', '싶다', '씨발']"
114,옷 벗으면 쇠 사슬에 걸려 있지 않나요,0.0,"['옷', '벗으면', '쇠', '사슬', '에', '걸려', '있지', '않나요']"
115,저게 정치적인 애기든 아니든 토론의 기 본 자세는 경청인데 그만 애기하라는 건 눈살이 찌 푸려지죠 저쪽이 토론 주제와는 관계 없는 정치적 애길 한 거면 꼬투리 잡혀서 불리해지는 건데 보기에도 토론 주제와 관련이 아예 없진 않으니까 요 중간에 나 간 것도 잘못이고 토론회에서 제대로 진행하지 않은 것도 잘못인데 저 듣지 않으려는 태도에도 문제가 있는 거 같네요,0.0,"['저', '게', '정치', '적', '인', '애기', '든', '아니든', '토론', '의', '기', '본', '자세', '는', '경청', '인데', '그만', '애기', '하', '라는', '건', '눈살', '이', '찌', '푸려지죠', '저쪽', '이', '토론', '주제', '와는', '관계', '없는', '정치', '적', '애길', '한', '거', '면', '꼬투리', '잡혀서', '불리해지는', '건데', '보기', '에도', '토론', '주제', '와', '관련', '이', '아예', '없진', '않으니까', '요', '중간', '에', '나', '간', '것', '도', '잘못', '이고', '토론회', '에서', '제대로', '진행', '하지', '않은', '것', '도', '잘못', '인데', '저', '듣지', '않으려는', '태도', '에도', '문제', '가', '있는', '거', '같네요']"
116,ㅋㅋㅋ 한 지선이 요주의 인물이였구나 새파랗게 어린 가,1.0,"['ㅋㅋㅋ', '한', '지선', '이', '요', '주의', '인물', '이', '였구나', '새', '파랗게', '어린', '가']"
117,그냥 개쳐 맞아야지 어디서 무슨,1.0,"['그냥', '개', '쳐', '맞아야지', '어디서', '무슨']"
