,0
56,"민주당만 아니면 돼. <br>고개 흔드는걸로 뭐라하는애들은 문재인 쩝쩝거리는 소리는 감미로운가보네. <br><br><del>문재인 임기 업적 정리</del><br><br>소득주도성장 실패<br><br>탈원전으로 원전 산업 파괴<br><br>하지만 해외나가선 국내원전 수출홍보<br><br>탈원전 후 48조 신안 풍력발전추진<br><br>탈원전 후 산밀어버리고 태양광설치<br><br>공무원 10만명 증원<br> <br>출산율 0.8명대 박살<br><br>25번의 부동산정책에도 집값 폭등<br>(“부동산은 자쉰있숩뉘돠 훠훠 “실제 한말)<br><br>급격한 최저임금 인상, 고용시장 충격<br><br>입맛에 안맞는 통계만든 통계청장 경질<br><br>래디컬 페미니즘 정책 추진<br><br>드루킹-김경수 여론조작 게이트<br><br>문재인케어로 건보재정 박살<br><br>신재민 기획재정부 폭로 사건<br><br>손혜원 목포 땅투기 사건<br><br>청와대 특별감찰반 비위 의혹<br><br>환경부 블랙리스트<br><br>김의겸 대변인 흑석동 부동산 투기<br><br>성폭력 무고죄 무력화<br><br>성인지 예산 역대 최대<br><br>여성가족부 예산 첫 1조원 돌파<br><br>가계대출 역대 최대<br><br>국가채무비율 급증<br><br>청년 젠더갈등 심화<br><br>역사교과서 입맛대로 수정<br><br>인헌고 전교조 사태<br> <br>탈북민 강제 북송<br><br>공시지가 인상, 부동산 증세<br><br>조국 사태<br><br>울산시장 선거개입 게이트<br><br>울산사건 공소장 비공개<br><br>민식이법<br><br>북한 개성 연락사무소 폭파 사건<br><br>남원 공공의대 추진<br><br>의사-간호사 갈라치기<br><br>박원순 성추행 피해자를 피해호소인으로 부르기<br><br>서해 연평도 해역 공무원 피살<br><br>천안함 침몰표현하다 한참 후 폭침으로 변경 <br><br>아들 귀걸이찬사진으로 공기업취업 의혹<br><br>윤미향-정의연 사태<br><br>https 인터넷검열 강화<br><br>임대차 3법으로 전월세 대란<br><br>인천국제공항 정규직화 논란<br><br>월성원전 경제성 평가조작<br><br>정권비리 수사하는 검찰 탄압, 수사팀 해체<br><br>증권범죄합동수사단 해체<br><br>라임-옵티머스 사태<br><br>공수처 야당 견제권 무력화<br><br>사상 초유의 검찰총장 징계 시도 및 실패<br><br>북한 원전 건설 추진 문건 의혹<br><br>탈원전 반대 시민단체 민간인 사찰 의혹<br><br>민정수석 패싱 검찰인사<br><br>검찰 수사권 전면 박탈 시도<br><br>LH 땅투기 게이트<br><br>방역개판에 백신도 못구하면서 “방역은 너무잘되고있어서 질문이 없으신가요? 훠훠” <br><br>54조 일자리정책 공중분해"
57,다수결을 지지하지 않습니다. ㅋㅋㅋ 저주둥아리
58,어떻게 이렇게 말할수 있을지 ㅠㅜ<br>하늘이 내려 않은꼴이<br>되겠네요<br>국민들 정신 바짝 차려야지요
59,진지하지 못하기땜이지요
60,어짜피 들러리인데 출마함으로 얻는게 뭐지?
61,윤석열 고개 돌리는거로 뭐라 하는 사람들은 문씨 눈알 데굴데굴하고 쩝쩝거리면서 입 삐쭉 내밀면서 동문서답하던거도 불만 가졌던 사람이려나? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
62,그게 너잖앜ㅋㅋㅋㅋ 내로남불 오지넼ㅋㅋ
63,훠훠훠
64,뻔뻔한놈이야 ㅋㅋ
65,검찰총장도니분수에과하다 ㅋㅋㅋ
66,윤석열 후보를 뽑아서 박근혜 대통령을 석방해야됩니다 모두 도와주십쇼!!!
67,뻔뻔하다ㅋㅋ대통령될꺼라생각하나?<br>홀라당 벗겨지고 내쳐질거다.
68,예전에 동대구에서 장지진다던 최경환일 아래위로 심하게 끄덕이더만 이놈은 좌우로 끄덕이네
69,대답을 또렷이 하고 도리도리 한거면 그냥 틱이 있구나 했을텐데 정작 중요한 답변은 흐리멍텅한 동태눈깔마냥 국민이 판단하신다~ 자유를 사랑한다~이딴소리로 얼버무리고 있으니 <br>아~쟤는 거짓말을 하고 떳떳하지 못한게 몸짓에서 나오는구나 바로 견적이 나옴<br>홍준표만 재평가 되넼ㅋㅋㅋㅋㅋ 안철수도 석열이보단 그래도 당당하긴 했지 제가 이명바기 아바탑니까? 도찐개찐이긴 하지만
70,눈알 데굴데굴하고 쩝쩝거리던 누구 생각 나기는 하네 ㅋㅋㅋㅋㅋ
71,도덕성 공정 실력 지가 말한거 죄다 지는 해당사항안되는데 정신승리 오지구요
72,정치 경험은 1도 없는 사람이 대통령 선거라니 와..
73,참으로 엠빙신 스러운 편집이로다!! 많이 두려운가봐!!
74,무슨 검사가 대선을 출마를 하냐? 다른 나라에서는 이렇게 잘 안하는데 무척 우리나라에서만 그러냐 검사는 검사일을 하지 왜 정치를 대해서 관여하냐
75,변호사도 변호사나 하지 살인범 변호한 자칭 인권변호사가 대통령하는 꼬라지ㅋㅋ
76,덜떨어지는 병신도 대통령하고있잖아요 지금 ㅋ
77,뻔뻔하기는 ㅋㅋㅋ<br>근혜랑 오버랩 되네 ㅎㅎㅎ
78,지지합니다 꼭 대통령이 되주시길 바랍니다
79,역적놈이 대통령 나온다고 윤석열 역적놈 장모 사기꾼 공동채 각 징역 150년 각 재산 1000억원 추진금
80,여가  검찰이냐  토론이  왜 저모양이야
81,근데 고개를 왜 그렇게 말하면서 좌우로 수십번 움직여대는지 이해가 안간다. 정서 불안인가? 하기야 문빨갱이하고 그 주변 공산당 추종자들보다는 나을거 같지만 한국은 다 그놈이 그놈이다.
82,민주당에 인재가 없어서<br>윤석열이 가능성이 큰 듯 싶다<br>민주당은 다른 당의 공격도 있었지만<br>자기 세력 인사들 공격을 많이 해서<br>인재가 부족해진 듯<br>다른 당의 공격은 그렇다쳐도<br>왜케 자해를 많이 하는 거임?
83,이번에는 홍입니다 또후회하지맙시다
84,도리 도리 눈아프네....
85,민주당 ㅈ같아서 보니 저쪽도 왤케 인물을 못뽑지..?<br>에휴 이나라는 답이 없다 ㅉㅉ
86,그럼 꺼져라 다른 나라로
87,험난한 정치판에 드뎌 얼굴을 들이밀었는데<br>얼마나 버티나보자 어설프게 지지율로<br>들이데다가 온갖 권모술수가 난무할껀데<br>국민의힘 경선이나 제대로 치룰수있을지...<br>한평생 검사로 일만하다가 한나라를 이끌겠다고??지나가는 홍준표가 웃는다
88,도리도리 졸라 잘하네 보는 사람 정신병 생기것다.
89,문재인은 국민들을 진짜 정신병걸리게 만듬 ㄷㄷ
90,말할때마다 왜케 도리도리 하시는지 ?<br>긴장많이 하셨는지?
91,왜 이렇게  도리도리 하지.... 홍준표와 선의의 대결 기대합니다
92,편집자가 윤짜장 추종자냐? 편집 잘해줬네 ?
93,"마봉춘씨, 이런거 올리지 마세요. 구역질 납니다."
94,어우 멀미나<br>어우 어지러<br>도리도리는 애기때만 하는거 아닌가
95,대가리를 겁나 흔드네. 어지러워 죽겠다. 석렬아~<br>근데 진짜 안봤어? 에이 그럴리가. ㅋ
96,정직하지 못한 사람이 하는 행동<br>나 자신도 설득 못 시켜서 하는 행동  <br>도리 도리 ::
97,장성철이 x파일 준다는데도 거부한게 윤석열이지  받는 순간  일일이 해명해야 하니 회피한거지 그러니 당당하다 말하지만 x파일  자체를 거부하는거지
98,썸네일에 빨간줄이 저격총이어서 저리 도리도리거리는거냐
99,자동차 대쉬보드 위에 올려놓고 싶다.
100,🤣🤣🤣
101,ㅋㅋㅋㅋ 빵터짐
102,도리도리 정신없네.
103,마이크 알뜰하게 잘쓰시는편
104,자꾸 머리는 왜 흔들지 정말 다 내로남불. 차라리 허경영이 더 나은듯 헐
105,석열아 니 기준의 도덕성은 도대체 뭐니
106,머리 저렇게  흔들다  갑자기  한쪽방향으로  계속돌것같은  느낌이드네!!! 무섭네!!!
107,"좌,우를 가리지 않고 겸허히 수용하겠다???"
108,안되는거  알면서  왜나올까??
109,지금 지지율1위니깐 나오겠지
110,대가리 존나 흔드네<br>관상은 과학<br>넌 대통령감이 아니다 짜장아<br>꼭 똑같은 잣대로 심판 받아라
111,입에 침 무지하게  발름
112,여당 지지자들 반웅 보면 어이가 없음 윤석열은 아무리 잘해봐야 검찰총장에서 끝날 사람이었음 최소한의 법치주의도 안지키고 본인들은 수사 안하겠지 이런 마인드로 앉혔다가 자기들 잘못하니까 적폐니 어쩌다가 대권주자 만들어준걸 모름 ㅋㅋㅋ 윤석열 입장에선 오히려 고마울지도? ㅋㅋㅋㅋㅋㅋ
113,ㅋㅋ 내가 보기엔 대통령 되고 싶어서 환장한것처럼 보이던데 ㅋㅋ
114,고개 저렇게 도리도리하는데 왜 뽑냐
115,"선풍기 후보냐 목을 가만히 안있고 좌우로 왔다갔다하냐<br>자유,공정,법치 이란 단어는 국민의 짐에선 안어울리는 단어다."
116,고개 좌우로 와따가따 하는 거 긴장해서 그런건지 좀 고쳐야겠네
117,"습관이래요 못고칠듯.. 한숨나온다,,"
118,"흠...  민주주의가 자유를 보장해주기 위한 것이라고? 아니 공부 할만큼 한 사람이 기본 개념이 없나.  암기능력만 묻는 사법시험의 폐해라 봐야 하나...  자유라는 것과 민주주의라는 것이 왜 그런 식으로 엮여? 좋아보이는 말이라고 너무 맘대로 하는거 아닌가?<br><br>시민의 자유권과 민주주의는 그 태생이 달라. 민주주의는 주권이 개인에게서 나온다는 절차적인 것이고, 자유라는 항목하고는 완전히 별개의 개념이야. <br><br>개인이 단일 개체가 아니라 여럿이 뭉쳐서 사회를 이루기에, 그 개인들의 모든 주권사이의 충돌을  방지하기 위한 방법 중,기존에 몇몇 위정자들이 지멋대로 판단내리던 것에 대한 반발로 민주주의라는 절차가 생긴거지, 자유를 보장하기 위한 것이 아니라고.  <br><br>오히려 개인의 자유를 억제하고 공동체의 의견으로 통일하기 위한 위한 장치야. 그걸 단순히 몇몇 위정자가 제멋대로 하는 것에서 벗어나 국민 다수의 의사를 반영한다는 것만 다를 뿐, 기본적으로 모든 정치사상은 공동체의 존속을 위해 개인의 자유를 효율적으로 억제하기 위해서 만들어진 거야.<br><br>이해관계가 충돌하는 지점에서 방향을 선택하는 수단으로 민주주의는 다수결을 사용하는 것이지. 그걸 부정하면 도대체 누가, 어떤 근거로, 어떻게 그 멈춰설 지점을 정할건데? 그게 엘리트주의야 이사람아. 모든 국민은 계도해야할 대상이고, 그걸 계도할 사람은 바로 나! 거기서 독재가 시작되는 거지. 댁보단 내가 더 잘할거 같은데.. 그러면 쿠테타가 나오는거고.<br><br>연세 있거나, 여성이면 사면해야 하는거라면, 그냥 교도소 정년제를 도입하겠다는 발상인가? 공정이 뭔데, 공정이라는 것에는 법에 의한 차별이 일어나서는 안된다는 것도 포함되는 거야. 이슈가 되는 특정 몇몇만 사면한다면, 그게 공정한건가? 해주려면 다 해주던가. 아니면 말던가.<br><br>오늘 회견에서 밑천이 다 드러나버렸다고 봐, 그냥 엘리트주의에 빠져있는 일반 관료 그 이상도 이하도 아니야. 뭐 애초에 뭔가 특별한게 있을거라 기대도 안했다만... 저런 사상으로 판검사들을 하고 있으니 보통사람들 살기 힘든 곳이 되지."
119,제2에 반기문?
120,머리좀 어케해봐 어지럽다~~~ㅋ
121,장모때문에 신경쓰여서 공부가 제대로 될라나~?
122,도리도리하는 이유: 마이크 2개 다 사용하기 위해서ㅎ
123,조만간 홍준표.유승민한테 밟히겟네..역쉬모자라..
124,정치는 역시 공력이 필요하다. 단순 빤짝 인기로 4개월간 정치 과외수업으로 절대 대권을 가질 자격이 되질 못함
125,ㅋㅋ토나오네 진짜
126,ㅋㅋㅋ인물이 그리도 없나
127,@앵무새 ㅋㅋㅋㅋ느그집에 거울 다 깨짐?
128,너?
129,"아구야, 니가 대통령 되면 장모와 마누라 얼마나 설처대고 해먹을지 눈에 선하다"
130,"@오스아디 그러게 권양숙도해먹고 홍삼트리오도해먹고 다해먹었는데 귀걸이 끼고 공기업합격도하는데 ㅎ 그냥 나랏일이나 잘하면좋겠네 재인이처럼 말아먹지나말고 <br><del>문재인 임기 업적 정리</del><br><br>소득주도성장 실패<br><br>탈원전으로 원전 산업 파괴<br><br>하지만 해외나가선 국내원전 수출홍보<br><br>탈원전 후 48조 신안 풍력발전추진<br><br>탈원전 후 산밀어버리고 태양광설치<br><br>공무원 10만명 증원<br> <br>출산율 0.8명대 박살<br><br>25번의 부동산정책에도 집값 폭등<br>(“부동산은 자쉰있숩뉘돠 훠훠 “실제 한말)<br><br>급격한 최저임금 인상, 고용시장 충격<br><br>입맛에 안맞는 통계만든 통계청장 경질<br><br>래디컬 페미니즘 정책 추진<br><br>드루킹-김경수 여론조작 게이트<br><br>문재인케어로 건보재정 박살<br><br>신재민 기획재정부 폭로 사건<br><br>손혜원 목포 땅투기 사건<br><br>청와대 특별감찰반 비위 의혹<br><br>환경부 블랙리스트<br><br>김의겸 대변인 흑석동 부동산 투기<br><br>성폭력 무고죄 무력화<br><br>성인지 예산 역대 최대<br><br>여성가족부 예산 첫 1조원 돌파<br><br>가계대출 역대 최대<br><br>국가채무비율 급증<br><br>청년 젠더갈등 심화<br><br>역사교과서 입맛대로 수정<br><br>인헌고 전교조 사태<br> <br>탈북민 강제 북송<br><br>공시지가 인상, 부동산 증세<br><br>조국 사태<br><br>울산시장 선거개입 게이트<br><br>울산사건 공소장 비공개<br><br>민식이법<br><br>북한 개성 연락사무소 폭파 사건<br><br>남원 공공의대 추진<br><br>의사-간호사 갈라치기<br><br>박원순 성추행 피해자를 피해호소인으로 부르기<br><br>서해 연평도 해역 공무원 피살<br><br>천안함 침몰표현하다 한참 후 폭침으로 변경 <br><br>아들 귀걸이찬사진으로 공기업취업 의혹<br><br>윤미향-정의연 사태<br><br>https 인터넷검열 강화<br><br>임대차 3법으로 전월세 대란<br><br>인천국제공항 정규직화 논란<br><br>월성원전 경제성 평가조작<br><br>정권비리 수사하는 검찰 탄압, 수사팀 해체<br><br>증권범죄합동수사단 해체<br><br>라임-옵티머스 사태<br><br>공수처 야당 견제권 무력화<br><br>사상 초유의 검찰총장 징계 시도 및 실패<br><br>북한 원전 건설 추진 문건 의혹<br><br>탈원전 반대 시민단체 민간인 사찰 의혹<br><br>민정수석 패싱 검찰인사<br><br>검찰 수사권 전면 박탈 시도<br><br>LH 땅투기 게이트<br><br>방역개판에 백신도 못구하면서 “방역은 너무잘되고있어서 질문이 없으신가요? 훠훠” <br><br>54조 일자리정책 공중분해"
131,최순실도 했는데 윤장모가 못할건 뭐임? 쌉가능
132,이미 쳐먹고있어 현정부가 ㅋㅋㅋ
133,"이미 누구는 아들이 해쳐먹고있고 <br><br>홍삼트리오<br><br>무현이는 처자식 ㅎ<br><br>문재인 &quot;권양숙 여사, 박연차 돈 13억원 받아&quot;<br>&quot;500만 달러, 노건호와 무관&quot;<br><br>입력 2009.04.12 <a href=""https://www.youtube.com/watch?v=JhCjDKttAkM&amp;t=16m45s"">16:45</a> <br>수정 2009.04.12 <a href=""https://www.youtube.com/watch?v=JhCjDKttAkM&amp;t=16m45s"">16:45</a>"
134,응 조국 윤미향 ~~
135,난 이 사람 말하는거 지금 첨들었어
136,궁민이름 팔지마라. 윤십원은자격없다. 검찰쿠데타 일으킨놈 터진 입이라고 함부로 말하지말라. 박근혜 대통령을 감옥으로 보낸놈 니놈을 지지하느니 차라리 홍준표가 훨씬 때끗하다.
137,"정치검찰의 표본. 검찰 개혁을 하자니까 지 식구 감싸기나 하고,  정치적 결정을 열심히 한 분."
138,@B K ㅋㅋㅋㅋㅋㅋㅋ 역시 그런 사람이었군요. 저런 분 상대하느라 고생 많으십니다. 그럼 오늘 하루도 좋은 하루 되시길.
139,@역사너굴 YK Kim 저사람은 그냥정치병걸린거에요 ㅎ ㅎ 현정부가 보수정부고 윤석열이 보수정부에 불리한 수사시작했으면 윤석열을 지키자! 수호하자하면서 마스크 끼고 촛불들고나갈껄요 ㅋ ㅋ 무식해서저럼 위에 제가나열한 문재인한짓거리 총나열해줘도 반박못하고 도망감
140,"@역사너굴 우리나라 검찰이 언제부터 정치적 중립을 지키는 조직이었나요? 이상론좀 버리세요.<br><br>거의 백년간 자기들만의 리그에서 조직과 자신의 안위를 기본 바탕에 깔고 움직인 조직입니다. 군조직과 검찰 조직이 그런 면에서는 비슷하죠. <br><br>군조직은 몇차례 쿠테타 때문에 물갈이도 이루어지고, 감시가 심해져서 함부로 움직이지 못할 뿐이지요. 하지만 검찰조직은 바뀐적이 없습니다. 이번에도 잘 봤잖아요. 자기 조직을 건드리려 하면 어떤 행동을 하는지요.<br><br>정권 은 어차피 계속해서 바뀌지만, 자신들의 권력은 불변이라는 기본 사상을 가지고 있는 조직입니다. 제어할 방법은 인사권 하나 밖에는 없었지요. 그 동안은 자신들의 문제를 자신들이 다뤘으니까는요. <br><br>그러면, 그런 조직을 해체하여 재편성할 필요가 있다면 뭘 할거 같아요? 그 조직이 절대 스스로 변혁은 이룰 생각이 없거든요. 당연히 할 수 있는게 인사권 뿐이니 물갈이해야죠. 반정부 성향, 친정부 성향? 그걸 거꾸로 말하면 현정부가 하는 방향이 자신에게 손해냐 아니냐... 감수할 수 있는 손해냐 아니냐... 그 와중에 이익이 되는 건 없냐...  그런거로 갈리는거에요. 무슨 대단한 정의를 지키기 위한 것이라 착각하지는 마세요. 사람 사는게 다 똑같아요. 당연히 그간 꿀빨던 사람들이야 바꾸고 싶지 않으니 반정부 성향이 되겠지요. 그 중 버티는게 불리하다 판단하거나, 그간 주류에 편승하지 못해 바뀌는게 좋은 사람들은 친정부 성향이 될거고요. 그냥 어디에서나 벌어지는 일...<br><br>시야를 한 쪽에 고정시켜 보지 말고 양쪽을 다 봐요 좀. 남들 하는 말에 휘둘리지좀 말고요. 어느 쪽이 절대 선이라 말 할 수는 없어도, 검찰 조직이 제어가 필요한 조직이라는 것이 검찰 개혁의 이유이고, 그걸 할 수 있는 수단이 인사권 뿐이라는게 정부 조직의 한계였던 것이죠. 그게 법적인 테두리 안에서 공식적으로 행해진 일이라면 비난할 수 없습니다. 민주주의는 절차를 지키기 위한 것이니까는요. 더군다나 애시당초 그것을 위해 총대좀 매라고 임명한 총장이라는 사람이 그에 대하여 반대 포지션을 취해버려서 벌어진 일이죠. 임명 전에 검찰 개혁에 대한 의견을 나누지 않고 임명했을까요? 글쎄요... 너무 뻔한 일인데요. <br><br>근데.. 이렇게 해도 어차피 권력을 쥔 조직은 바뀌지 않아요. 또 썩겠죠. 그래서 공수처가 만들어져서 제어를 하겠다는건데.. 그 공수처도 썩을거에요...  그러니, 지나친 권력이 한 집단에 독점되지 않도록 권력을 더 세분화하여 분산시킬 필요가 있는 것이지요. 분산 정도가 약하면 야합이 일어나기 더 쉬워지니까는요.<br><br>윤석열 이사람은 현 정권의 검찰 개혁에 대하여 처음 임명 때의 의도와 다르게 반대 입장을 취하는 순간, 앞으로의 행보가 정치로 향할 수 밖에 없다는 것을 스스로 결정한 것이고, 그 이후 행동은 전부 정치적 행보라 봐야 맞다 봅니다. 그런 것에 민감한 곳이 주식시장이고... 관련 주가 언제부터 상승하기 시작했나를 보고 상승전 매집 시기를 보면 윤곽이 나오지요."
141,"현재 검찰에서 제일 검찰개혁에 찬성했다고 보고 있는 총장이 윤석열 총장입니다. 그리고 검찰개혁은 정치권으로부터 검찰 독립이 제일 중요합니다. 근데 검찰의 정치적 중립성을 보장해주기는 커녕 친정부 인사만 대거 요직에 배치, 말도 안되는 이유로 총장 내쫓기,검찰의 독립성을 보장하기 위해 만들어놓은 검찰총장 직을 검찰청장으로 격하시키기,찌질하게 검사 공무원 등급 낮추기,지 식구 보호하기,정권 수사한 검사들 내쫓기 등 이미 검찰개혁에 실패했는데 무슨 검찰개혁을 하자고 합니까.. 최소한 양심이 있어야죠 초등학생도 이렇게 찌질하게는 안합니다"
142,@YK Kim ㅋ ㅋ 본인이 어버버하고 반박못하고 도망갔네 ㅎ 할말없으면 잠수타기 ㅎ ㅎ BK님이 쓴 댓글 단하나도 반박못했음 ㅋ  추하다 민주당지지자 ㅎ 멍청해서 추해지는건가.. 안쓰럽네
143,"두 전직 대통령에 대해 장기 구금 안타까운 부분은 전혀 공감되지 않구요 내가 대통령에 출마하면 앞으로 뭐 어떻게 하겠다 내용은 전혀 없네요 그냥 윤석열에 대한 지금 논란거리만, 확실하게 시원하게 답변 안해주네요."
144,별명참      짜장 짜왕  윤십원   윤서방<br>        9수    오늘은  도리도리
145,@StartUp 동문인가 봐요  서울대  축하드림  좋은학교  ㅋㅋ
146,9수라고 놀리기엔 그 시험이 사법고시고 서울대법학과 출신아니냐? 9수로 놀리는애들 대부분보단 공부머리 좋을걸
147,ㅈ랄
148,저런 사람이 화가 나네요  모든걸 떠나서도  의리가 있어야 합니다 정말 저 사람은 아닌듯  ㅜㅜ
149,이친구가 처음부터 지지율이 높단걸 알면서 정치적 행보할때 총장이 정치질 한다고 비판하니까 우리총장님을 뭘로보고 빼애액 거리던 애들<br>그땐 아니었고 지금은 그렇다 라고 하나 ㅋㅋㅋ<br>장모가 한푼도 안받은 사람이라는 소리도 그렇고 영락없는 협잡꾼
150,629   아크로비스타   삼풍  629 천둥번개
151,대통령이란 자리는 반짝 인기로 될 수 있는 자리가 아니다…
152,윤석열 후보를 뽑아서 박근혜 대통령을 석방해야됩니다 모두 도와주십쇼!!!
153,재앙이 보셈
154,@노약자자석킬러윤중심 홍준표 화이팅
155,아직도 머가리가 안깨졌네
156,반짝인기로 되던데..
157,도리도리~도리도리 <br>많이 불안하신가봐요
158,"<a href=""https://www.youtube.com/watch?v=JhCjDKttAkM&amp;t=5m54s"">5:54</a> 여자분인 두 전직 대통령?? 최순실??"
159,좌파식 물타기 이해력딸리니 대깨문이지 ㅋ ㅋ
160,바보냐? 나이드신분 이명박 여자분 박근혜    이해력이 그렇게딸려서 정치뉴스는 어케보누 ㅋㅋㅋㅋ
161,개냐? 도리도리 ㅋㅋㅋㅋㅋ 지랄도 지랄도 저런 찐따가 대권을 꿈꾸네
162,홍준표 유승민의 도약을 위한 발판역활 이구만.
163,할
164,할
165,할
166,할
167,역&quot;할&quot; 이요 아저씨...
168,ㅇㅔ.... ㅇㅔ..
169,툭하면 &#39;국민&#39; &#39;국민&#39; ..... 국민 모두를 개 돼지 취급 하지 말아주세요!
170,그러게 대깨문들만 개돼지인데 기분 나쁘게 싸잡네
171,머리그만돌려 내가 다 어지럽다
